customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
25800,67,13,1708.25,4,4,3,11,Loyal
25801,203,9,875.86,3,2,2,7,Regulars
25802,307,16,1639.28,2,5,3,10,At Risk
25803,193,7,473.24,3,1,1,5,Regulars
25804,332,16,1346.87,2,5,3,10,At Risk
25805,111,11,1105.84,4,3,2,9,Loyal
25806,297,14,2044.1300000000003,2,5,4,11,At Risk
25807,28,11,4175.87,5,3,5,13,Loyal
25808,648,7,1421.8899999999999,1,1,3,5,Regulars
25809,382,7,1312.87,2,1,3,6,Regulars
25810,46,10,1103.07,5,3,2,10,Loyal
25811,105,8,2272.6600000000003,4,2,4,10,Big Spenders
25812,186,15,1630.87,3,5,3,11,Regulars
25813,448,14,1610.62,2,5,3,10,At Risk
25814,7,12,1369.19,5,4,3,12,Loyal
25815,227,11,2162.34,3,3,4,10,Big Spenders
25816,76,9,772.6899999999999,4,2,1,7,Regulars
25817,308,11,2301.39,2,3,4,9,Regulars
25818,126,6,1120.85,4,1,2,7,Regulars
25819,53,12,1633.21,5,4,3,12,Loyal
25820,284,12,3945.6,2,4,5,11,At Risk
25821,39,7,1925.59,5,1,4,10,Big Spenders
25822,39,13,1774.7800000000002,5,4,4,13,Champions
25823,764,7,268.52,1,1,1,3,Hibernating
25824,110,7,626.42,4,1,1,6,Regulars
25825,131,9,1191.3799999999999,4,2,2,8,Regulars
25826,75,8,682.3100000000001,4,2,1,7,Regulars
25827,85,13,2462.22,4,4,4,12,Champions
25828,202,5,902.95,3,1,2,6,Regulars
25829,58,11,1282.15,5,3,3,11,Loyal
25830,347,10,929.91,2,3,2,7,Regulars
25831,93,11,2640.21,4,3,5,12,Loyal
25832,1261,8,706.11,1,2,1,4,Hibernating
25833,57,10,791.74,5,3,1,9,Loyal
25834,79,13,3680.88,4,4,5,13,Champions
25835,167,10,893.97,3,3,2,8,Regulars
25836,177,7,1133.8899999999999,3,1,2,6,Regulars
25837,956,9,541.87,1,2,1,4,Hibernating
25838,11,4,2564.88,5,1,4,10,Big Spenders
25839,195,11,1739.02,3,3,4,10,Big Spenders
25840,260,8,1070.3600000000001,2,2,2,6,Hibernating
25841,453,13,2648.11,2,4,5,11,At Risk
25842,47,11,1505.15,5,3,3,11,Loyal
25843,232,14,1195.26,3,5,2,10,Regulars
25844,463,9,923.97,1,2,2,5,Hibernating
25845,87,11,829.77,4,3,1,8,Loyal
25846,188,13,1372.85,3,4,3,10,Regulars
25847,828,7,1663.8400000000001,1,1,3,5,Regulars
25848,282,9,1098.18,2,2,2,6,Hibernating
25849,20,5,260.48,5,1,1,7,Regulars
25850,131,9,913.91,4,2,2,8,Regulars
25851,465,13,1710.02,1,4,3,8,At Risk
25852,461,12,2994.37,1,4,5,10,At Risk
25853,5,9,1436.07,5,2,3,10,Regulars
25854,115,13,1854.56,4,4,4,12,Champions
25855,261,9,1177.74,2,2,2,6,Hibernating
25856,179,11,1189.96,3,3,2,8,Regulars
25857,728,11,950.64,1,3,2,6,Regulars
25858,18,10,1246.57,5,3,3,11,Loyal
25859,161,13,1709.9700000000003,3,4,3,10,Regulars
25860,110,17,2782.32,4,5,5,14,Champions
25861,179,7,873.75,3,1,2,6,Regulars
25862,548,11,1377.6200000000001,1,3,3,7,Regulars
25863,206,7,623.4200000000001,3,1,1,5,Regulars
25864,312,6,2111.38,2,1,4,7,Regulars
25865,9,12,1737.44,5,4,4,13,Champions
25866,552,8,2167.66,1,2,4,7,Regulars
25867,182,8,637.03,3,2,1,6,Regulars
25868,89,11,1101.28,4,3,2,9,Loyal
25869,355,9,1065.53,2,2,2,6,Hibernating
25870,218,14,1450.16,3,5,3,11,Regulars
25871,69,4,1525.19,4,1,3,8,Regulars
25872,245,11,1321.59,3,3,3,9,Regulars
25873,524,8,852.97,1,2,2,5,Hibernating
25874,167,9,566.2,3,2,1,6,Regulars
25875,277,6,356.09,2,1,1,4,Hibernating
25876,279,5,1432.64,2,1,3,6,Regulars
25877,127,15,1038.36,4,5,2,11,Loyal
25878,122,8,692.7299999999999,4,2,1,7,Regulars
25879,79,13,2886.58,4,4,5,13,Champions
25880,182,10,1683.0,3,3,3,9,Regulars
25881,348,10,1012.91,2,3,2,7,Regulars
25882,1005,10,7476.84,1,3,5,9,Regulars
25883,141,9,2434.66,4,2,4,10,Big Spenders
25884,140,11,780.4300000000001,4,3,1,8,Loyal
25885,164,12,987.48,3,4,2,9,Regulars
25886,132,12,1258.26,4,4,3,11,Loyal
25887,422,11,2466.32,2,3,4,9,Regulars
25888,131,9,1414.37,4,2,3,9,Regulars
25889,900,8,4260.01,1,2,5,8,Regulars
25890,318,17,4629.5599999999995,2,5,5,12,At Risk
25891,284,9,656.94,2,2,1,5,Hibernating
25892,70,16,1201.44,4,5,2,11,Loyal
25893,483,9,940.7,1,2,2,5,Hibernating
25894,675,2,169.94,1,1,1,3,Hibernating
25895,217,11,1586.01,3,3,3,9,Regulars
25896,682,11,2830.05,1,3,5,9,Regulars
25897,605,7,563.24,1,1,1,3,Hibernating
25898,1225,8,488.2,1,2,1,4,Hibernating
25899,59,14,3664.36,5,5,5,15,Champions
25900,268,15,3384.3199999999997,2,5,5,12,At Risk
25901,1206,3,595.4300000000001,1,1,1,3,Hibernating
25902,3,13,2529.2200000000003,5,4,4,13,Champions
25903,1130,7,550.12,1,1,1,3,Hibernating
25904,243,10,964.53,3,3,2,8,Regulars
25905,26,6,576.46,5,1,1,7,Regulars
25906,87,9,1101.93,4,2,2,8,Regulars
25907,433,7,2555.8500000000004,2,1,4,7,Regulars
25908,1,10,1265.6900000000003,5,3,3,11,Loyal
25909,140,3,354.96,4,1,1,6,Regulars
25910,101,11,869.22,4,3,2,9,Loyal
25911,110,10,842.21,4,3,1,8,Loyal
25912,490,11,2722.4700000000003,1,3,5,9,Regulars
25913,453,5,270.44,2,1,1,4,Hibernating
25914,245,10,1891.9,3,3,4,10,Big Spenders
25915,130,14,2343.2200000000003,4,5,4,13,Champions
25916,104,14,3035.48,4,5,5,14,Champions
25917,880,7,370.93,1,1,1,3,Hibernating
25918,96,11,1392.8700000000001,4,3,3,10,Loyal
25919,521,12,1575.96,1,4,3,8,At Risk
25920,261,11,1229.51,2,3,2,7,Regulars
25921,211,9,1216.83,3,2,2,7,Regulars
25922,647,7,331.09,1,1,1,3,Hibernating
25923,529,8,2032.0700000000002,1,2,4,7,Regulars
25924,173,9,2537.49,3,2,4,9,Big Spenders
25925,187,17,3294.8,3,5,5,13,Big Spenders
25926,643,6,648.56,1,1,1,3,Hibernating
25927,209,11,3111.34,3,3,5,11,Big Spenders
25928,221,12,2863.17,3,4,5,12,Big Spenders
25929,390,13,1899.87,2,4,4,10,At Risk
25930,143,15,2567.6400000000003,4,5,4,13,Champions
25931,864,11,1527.33,1,3,3,7,Regulars
25932,181,8,2415.86,3,2,4,9,Big Spenders
25933,85,3,255.14999999999998,4,1,1,6,Regulars
25934,158,15,3538.0699999999997,3,5,5,13,Big Spenders
25935,20,13,3546.02,5,4,5,14,Champions
25936,109,11,2289.37,4,3,4,11,Loyal
25937,391,10,1051.15,2,3,2,7,Regulars
25938,362,13,2541.43,2,4,4,10,At Risk
25939,18,9,1855.1599999999999,5,2,4,11,Big Spenders
25940,80,11,990.46,4,3,2,9,Loyal
25941,156,5,608.47,3,1,1,5,Regulars
25942,507,13,1673.33,1,4,3,8,At Risk
25943,623,10,2042.1,1,3,4,8,Regulars
25944,52,8,3489.59,5,2,5,12,Big Spenders
25945,185,13,931.6400000000001,3,4,2,9,Regulars
25946,564,8,1654.0900000000001,1,2,3,6,Regulars
25947,214,17,3026.23,3,5,5,13,Big Spenders
25948,326,8,671.65,2,2,1,5,Hibernating
25949,81,11,866.3,4,3,2,9,Loyal
25950,18,12,1270.53,5,4,3,12,Loyal
25951,126,12,1591.27,4,4,3,11,Loyal
25952,771,8,1569.09,1,2,3,6,Regulars
25953,1020,6,1395.77,1,1,3,5,Regulars
25954,566,12,2727.4,1,4,5,10,At Risk
25955,457,10,1334.65,2,3,3,8,Regulars
25956,629,5,453.09,1,1,1,3,Hibernating
25957,35,16,3702.71,5,5,5,15,Champions
25958,10,9,1261.53,5,2,3,10,Regulars
25959,229,8,805.97,3,2,1,6,Regulars
25960,11,6,865.76,5,1,2,8,Regulars
25961,14,17,1586.76,5,5,3,13,Loyal
25962,161,12,3607.73,3,4,5,12,Big Spenders
25963,66,10,1568.39,4,3,3,10,Loyal
25964,901,7,2460.38,1,1,4,6,Regulars
25965,95,11,4149.87,4,3,5,12,Loyal
25966,126,6,655.64,4,1,1,6,Regulars
25967,241,7,836.36,3,1,1,5,Regulars
25968,44,11,3948.81,5,3,5,13,Loyal
25969,203,6,2958.9900000000002,3,1,5,9,Big Spenders
25970,77,10,2611.9399999999996,4,3,5,12,Loyal
25971,50,10,1425.1100000000001,5,3,3,11,Loyal
25972,99,12,1749.5800000000002,4,4,4,12,Champions
25973,135,8,1095.83,4,2,2,8,Regulars
25974,265,11,1374.27,2,3,3,8,Regulars
25975,66,8,1909.9,4,2,4,10,Big Spenders
25976,732,10,1508.45,1,3,3,7,Regulars
25977,110,12,865.52,4,4,2,10,Loyal
25978,68,7,550.62,4,1,1,6,Regulars
25979,483,8,432.3,1,2,1,4,Hibernating
25980,20,8,1398.93,5,2,3,10,Regulars
25981,54,13,2255.2200000000003,5,4,4,13,Champions
25982,108,12,2621.85,4,4,5,13,Champions
25983,71,10,704.7,4,3,1,8,Loyal
25984,110,14,3886.67,4,5,5,14,Champions
25985,1,9,1553.8999999999999,5,2,3,10,Regulars
25986,31,14,1205.08,5,5,2,12,Loyal
25987,291,10,1973.75,2,3,4,9,Regulars
25988,146,12,767.86,4,4,1,9,Loyal
25989,134,13,1525.49,4,4,3,11,Loyal
25990,193,14,1530.96,3,5,3,11,Regulars
25991,267,9,1331.91,2,2,3,7,Regulars
25992,3,6,1719.13,5,1,3,9,Regulars
25993,2,15,2652.36,5,5,5,15,Champions
25994,171,7,2065.91,3,1,4,8,Big Spenders
25995,78,9,1039.53,4,2,2,8,Regulars
25996,801,9,1003.0,1,2,2,5,Hibernating
25997,133,5,712.13,4,1,1,6,Regulars
25998,81,7,671.4000000000001,4,1,1,6,Regulars
25999,18,13,5245.83,5,4,5,14,Champions
26000,256,9,2476.01,2,2,4,8,Regulars
26001,49,4,283.09000000000003,5,1,1,7,Regulars
26002,944,9,701.98,1,2,1,4,Hibernating
26003,261,13,1280.68,2,4,3,9,At Risk
26004,288,8,1241.52,2,2,3,7,Regulars
26005,180,11,1184.0,3,3,2,8,Regulars
26006,177,11,1923.17,3,3,4,10,Big Spenders
26007,331,15,1270.86,2,5,3,10,At Risk
26008,346,12,2262.81,2,4,4,10,At Risk
26009,297,11,774.12,2,3,1,6,Regulars
26010,310,11,2108.9599999999996,2,3,4,9,Regulars
26011,393,12,1685.8600000000001,2,4,3,9,At Risk
26012,197,9,1514.84,3,2,3,8,Regulars
26013,207,13,1322.47,3,4,3,10,Regulars
26014,132,7,3194.9599999999996,4,1,5,10,Big Spenders
26015,863,7,314.66,1,1,1,3,Hibernating
26016,192,9,1448.6000000000001,3,2,3,8,Regulars
26017,877,14,1869.17,1,5,4,10,At Risk
26018,186,9,1200.53,3,2,2,7,Regulars
26019,401,8,1398.0,2,2,3,7,Regulars
26020,46,13,2160.95,5,4,4,13,Champions
26021,112,6,760.55,4,1,1,6,Regulars
26022,360,8,3392.9,2,2,5,9,Regulars
26023,71,11,2003.5700000000002,4,3,4,11,Loyal
26024,558,9,2954.02,1,2,5,8,Regulars
26025,314,11,1614.2,2,3,3,8,Regulars
26026,9,10,1824.83,5,3,4,12,Loyal
26027,42,13,1031.72,5,4,2,11,Loyal
26028,69,7,1756.29,4,1,4,9,Big Spenders
26029,147,15,1685.01,4,5,3,12,Loyal
26030,175,10,3154.1400000000003,3,3,5,11,Big Spenders
26031,184,7,3981.23,3,1,5,9,Big Spenders
26032,200,11,1706.6499999999999,3,3,3,9,Regulars
26033,74,10,1079.7,4,3,2,9,Loyal
26034,9,5,607.09,5,1,1,7,Regulars
26035,350,10,1643.17,2,3,3,8,Regulars
26036,445,11,749.1800000000001,2,3,1,6,Regulars
26037,653,11,979.92,1,3,2,6,Regulars
26038,201,7,2357.6,3,1,4,8,Big Spenders
26039,338,10,603.86,2,3,1,6,Regulars
26040,85,14,1937.49,4,5,4,13,Champions
26041,475,9,1038.46,1,2,2,5,Hibernating
26042,57,16,1437.65,5,5,3,13,Loyal
26043,8,10,867.58,5,3,2,10,Loyal
26044,1020,3,242.44,1,1,1,3,Hibernating
26045,154,6,1256.38,3,1,3,7,Regulars
26046,37,11,3133.74,5,3,5,13,Loyal
26047,530,7,614.4300000000001,1,1,1,3,Hibernating
26048,148,11,3012.14,3,3,5,11,Big Spenders
26049,378,10,2847.98,2,3,5,10,Regulars
26050,12,12,3256.52,5,4,5,14,Champions
26051,146,13,1772.9,4,4,4,12,Champions
26052,65,11,904.0,5,3,2,10,Loyal
26053,984,6,621.45,1,1,1,3,Hibernating
26054,228,9,2704.06,3,2,5,10,Big Spenders
26055,34,9,1730.6599999999999,5,2,4,11,Big Spenders
26056,135,13,3851.49,4,4,5,13,Champions
26057,556,10,2005.18,1,3,4,8,Regulars
26058,102,8,905.27,4,2,2,8,Regulars
26059,27,17,4591.29,5,5,5,15,Champions
26060,2,8,1636.43,5,2,3,10,Regulars
26061,122,13,2540.28,4,4,4,12,Champions
26062,5,10,1338.71,5,3,3,11,Loyal
26063,119,10,1346.27,4,3,3,10,Loyal
26064,17,14,1542.69,5,5,3,13,Loyal
26065,169,9,641.86,3,2,1,6,Regulars
26066,124,12,1193.92,4,4,2,10,Loyal
26067,286,15,5780.06,2,5,5,12,At Risk
26068,287,13,4541.01,2,4,5,11,At Risk
26069,493,9,1359.3200000000002,1,2,3,6,Regulars
26070,682,10,2549.08,1,3,4,8,Regulars
26071,123,9,1197.01,4,2,2,8,Regulars
26072,7,10,1105.32,5,3,2,10,Loyal
26073,75,8,2455.1600000000003,4,2,4,10,Big Spenders
26074,475,10,1115.96,1,3,2,6,Regulars
26075,871,8,1001.98,1,2,2,5,Hibernating
26076,93,9,6088.86,4,2,5,11,Big Spenders
26077,601,14,2327.86,1,5,4,10,At Risk
26078,21,14,3638.06,5,5,5,15,Champions
26079,165,10,1439.66,3,3,3,9,Regulars
26080,487,13,947.6199999999999,1,4,2,7,At Risk
26081,126,11,4690.38,4,3,5,12,Loyal
26082,224,10,2322.03,3,3,4,10,Big Spenders
26083,549,8,1849.74,1,2,4,7,Regulars
26084,228,12,2123.44,3,4,4,11,Big Spenders
26085,101,18,3558.56,4,5,5,14,Champions
26086,329,14,3721.55,2,5,5,12,At Risk
26087,93,15,3761.5,4,5,5,14,Champions
26088,230,13,1155.12,3,4,2,9,Regulars
26089,351,11,1568.94,2,3,3,8,Regulars
26090,246,10,1406.34,3,3,3,9,Regulars
26091,11,6,362.9,5,1,1,7,Regulars
26092,360,13,1912.6,2,4,4,10,At Risk
26093,282,10,1609.27,2,3,3,8,Regulars
26094,525,9,1380.3999999999999,1,2,3,6,Regulars
26095,149,12,985.24,3,4,2,9,Regulars
26096,153,15,2532.01,3,5,4,12,Big Spenders
26097,184,8,1258.39,3,2,3,8,Regulars
26098,36,9,1257.64,5,2,3,10,Regulars
26099,26,12,2187.14,5,4,4,13,Champions
26100,206,12,1451.25,3,4,3,10,Regulars
26101,107,11,2479.8199999999997,4,3,4,11,Loyal
26102,1035,9,2487.48,1,2,4,7,Regulars
26103,318,13,1138.47,2,4,2,8,At Risk
26104,152,9,1361.46,3,2,3,8,Regulars
26105,343,13,1494.42,2,4,3,9,At Risk
26106,116,15,2121.5,4,5,4,13,Champions
26107,50,9,867.26,5,2,2,9,Regulars
26108,89,12,3997.85,4,4,5,13,Champions
26109,40,10,2689.23,5,3,5,13,Loyal
26110,26,10,1089.97,5,3,2,10,Loyal
26111,280,6,3908.3999999999996,2,1,5,8,Regulars
26112,1128,6,672.37,1,1,1,3,Hibernating
26113,305,17,2624.21,2,5,5,12,At Risk
26114,75,14,1595.17,4,5,3,12,Loyal
26115,174,11,989.57,3,3,2,8,Regulars
26116,318,5,2627.68,2,1,5,8,Regulars
26117,224,9,2572.44,3,2,4,9,Big Spenders
26118,560,9,860.41,1,2,2,5,Hibernating
26119,162,11,3504.23,3,3,5,11,Big Spenders
26120,140,10,2024.4399999999998,4,3,4,11,Loyal
26121,99,11,1078.76,4,3,2,9,Loyal
26122,51,16,3287.6800000000003,5,5,5,15,Champions
26123,16,12,1252.3,5,4,3,12,Loyal
26124,345,14,1107.55,2,5,2,9,At Risk
26125,405,14,4047.86,2,5,5,12,At Risk
26126,261,15,3367.9,2,5,5,12,At Risk
26127,318,12,1204.07,2,4,2,8,At Risk
26128,23,14,3238.9900000000002,5,5,5,15,Champions
26129,95,7,519.94,4,1,1,6,Regulars
26130,786,6,941.92,1,1,2,4,Hibernating
26131,195,10,1458.19,3,3,3,9,Regulars
26132,84,12,5343.57,4,4,5,13,Champions
26133,90,11,898.7,4,3,2,9,Loyal
26134,438,5,661.8100000000001,2,1,1,4,Hibernating
26135,97,15,2074.25,4,5,4,13,Champions
26136,4,5,1593.6,5,1,3,9,Regulars
26137,39,11,1372.4,5,3,3,11,Loyal
26138,149,4,568.18,3,1,1,5,Regulars
26139,244,14,1579.18,3,5,3,11,Regulars
26140,69,13,1538.33,4,4,3,11,Loyal
26141,302,11,2587.0699999999997,2,3,5,10,Regulars
26142,142,9,1713.5600000000002,4,2,3,9,Regulars
26143,200,10,1457.32,3,3,3,9,Regulars
26144,8,16,1588.22,5,5,3,13,Loyal
26145,194,11,981.21,3,3,2,8,Regulars
26146,87,8,1536.96,4,2,3,9,Regulars
26147,11,9,2033.29,5,2,4,11,Big Spenders
26148,50,11,1101.69,5,3,2,10,Loyal
26149,785,12,1533.1499999999999,1,4,3,8,At Risk
26150,111,8,887.73,4,2,2,8,Regulars
26151,363,9,1918.6299999999999,2,2,4,8,Regulars
26152,191,10,1073.69,3,3,2,8,Regulars
26153,420,12,1845.95,2,4,4,10,At Risk
26154,502,13,2165.79,1,4,4,9,At Risk
26155,51,6,1079.5900000000001,5,1,2,8,Regulars
26156,121,9,1241.8,4,2,3,9,Regulars
26157,517,5,458.08,1,1,1,3,Hibernating
26158,39,12,949.67,5,4,2,11,Loyal
26159,99,12,2699.84,4,4,5,13,Champions
26160,160,17,4466.509999999999,3,5,5,13,Big Spenders
26161,176,9,5187.99,3,2,5,10,Big Spenders
26162,365,10,1569.31,2,3,3,8,Regulars
26163,559,12,3550.48,1,4,5,10,At Risk
26164,887,12,3849.13,1,4,5,10,At Risk
26165,254,13,1634.84,2,4,3,9,At Risk
26166,161,11,1851.71,3,3,4,10,Big Spenders
26167,343,6,649.09,2,1,1,4,Hibernating
26168,109,7,3040.13,4,1,5,10,Big Spenders
26169,21,11,2851.21,5,3,5,13,Loyal
26170,494,11,2540.6,1,3,4,8,Regulars
26171,93,8,690.65,4,2,1,7,Regulars
26172,39,10,1148.72,5,3,2,10,Loyal
26173,209,8,1349.01,3,2,3,8,Regulars
26174,116,10,1643.31,4,3,3,10,Loyal
26175,40,11,3075.52,5,3,5,13,Loyal
26176,45,10,769.21,5,3,1,9,Loyal
26177,880,10,3549.0099999999998,1,3,5,9,Regulars
26178,1502,10,1185.54,1,3,2,6,Regulars
26179,269,9,744.51,2,2,1,5,Hibernating
26180,39,11,1764.77,5,3,4,12,Loyal
26181,139,10,2847.42,4,3,5,12,Loyal
26182,150,12,4502.68,3,4,5,12,Big Spenders
26183,132,5,832.38,4,1,1,6,Regulars
26184,54,10,2197.29,5,3,4,12,Loyal
26185,8,14,3830.54,5,5,5,15,Champions
26186,375,9,1266.92,2,2,3,7,Regulars
26187,287,14,2290.43,2,5,4,11,At Risk
26188,51,15,1905.52,5,5,4,14,Champions
26189,230,12,1113.95,3,4,2,9,Regulars
26190,97,8,696.69,4,2,1,7,Regulars
26191,25,7,1122.83,5,1,2,8,Regulars
26192,620,10,1257.69,1,3,3,7,Regulars
26193,94,13,1435.21,4,4,3,11,Loyal
26194,205,11,3872.4400000000005,3,3,5,11,Big Spenders
26195,193,12,3130.63,3,4,5,12,Big Spenders
26196,59,12,2299.96,5,4,4,13,Champions
26197,112,11,3684.66,4,3,5,12,Loyal
26198,206,9,1168.0900000000001,3,2,2,7,Regulars
26199,25,15,1281.15,5,5,3,13,Loyal
26200,90,10,1514.32,4,3,3,10,Loyal
26201,21,13,1599.93,5,4,3,12,Loyal
26202,201,11,1395.3400000000001,3,3,3,9,Regulars
26203,302,8,564.1899999999999,2,2,1,5,Hibernating
26204,119,12,4602.0,4,4,5,13,Champions
26205,82,11,3326.78,4,3,5,12,Loyal
26206,133,12,1019.28,4,4,2,10,Loyal
26207,47,12,2637.91,5,4,5,14,Champions
26208,221,11,2114.96,3,3,4,10,Big Spenders
26209,74,13,7042.05,4,4,5,13,Champions
26210,851,9,1035.3500000000001,1,2,2,5,Hibernating
26211,399,3,510.10999999999996,2,1,1,4,Hibernating
26212,32,14,4226.05,5,5,5,15,Champions
26213,36,10,923.48,5,3,2,10,Loyal
26214,60,10,967.89,5,3,2,10,Loyal
26215,192,9,742.4399999999999,3,2,1,6,Regulars
26216,195,8,1158.69,3,2,2,7,Regulars
26217,924,11,1023.13,1,3,2,6,Regulars
26218,207,13,1586.3999999999999,3,4,3,10,Regulars
26219,550,11,1355.31,1,3,3,7,Regulars
26220,468,5,1261.81,1,1,3,5,Regulars
26221,1069,6,1019.84,1,1,2,4,Hibernating
26222,971,4,1101.03,1,1,2,4,Hibernating
26223,110,10,1216.09,4,3,2,9,Loyal
26224,53,6,603.83,5,1,1,7,Regulars
26225,250,12,2117.24,2,4,4,10,At Risk
26226,176,4,2670.62,3,1,5,9,Big Spenders
26227,228,12,1309.53,3,4,3,10,Regulars
26228,581,9,959.83,1,2,2,5,Hibernating
26229,304,19,4502.2,2,5,5,12,At Risk
26230,229,12,3110.44,3,4,5,12,Big Spenders
26231,389,7,539.22,2,1,1,4,Hibernating
26232,469,10,1567.28,1,3,3,7,Regulars
26233,1,14,3678.44,5,5,5,15,Champions
26234,327,12,2575.6400000000003,2,4,5,11,At Risk
26235,34,9,4162.71,5,2,5,12,Big Spenders
26236,279,14,3042.57,2,5,5,12,At Risk
26237,720,7,1646.56,1,1,3,5,Regulars
26238,561,6,501.12,1,1,1,3,Hibernating
26239,761,12,2065.52,1,4,4,9,At Risk
26240,428,7,1472.46,2,1,3,6,Regulars
26241,160,11,1575.3899999999999,3,3,3,9,Regulars
26242,262,8,532.1,2,2,1,5,Hibernating
26243,44,9,660.9300000000001,5,2,1,8,Regulars
26244,423,10,1427.27,2,3,3,8,Regulars
26245,376,8,2331.41,2,2,4,8,Regulars
26246,21,10,1780.1,5,3,4,12,Loyal
26247,104,10,1532.17,4,3,3,10,Loyal
26248,182,12,822.55,3,4,1,8,Regulars
26249,265,11,1761.46,2,3,4,9,Regulars
26250,198,11,1995.1999999999998,3,3,4,10,Big Spenders
26251,164,10,857.8100000000001,3,3,2,8,Regulars
26252,10,13,1491.05,5,4,3,12,Loyal
26253,435,7,1158.99,2,1,2,5,Hibernating
26254,484,5,428.18,1,1,1,3,Hibernating
26255,254,9,473.43,2,2,1,5,Hibernating
26256,258,6,271.3,2,1,1,4,Hibernating
26257,120,8,778.1800000000001,4,2,1,7,Regulars
26258,854,7,490.69,1,1,1,3,Hibernating
26259,54,10,638.55,5,3,1,9,Loyal
26260,196,10,2875.64,3,3,5,11,Big Spenders
26261,29,15,2138.37,5,5,4,14,Champions
26262,203,10,2496.69,3,3,4,10,Big Spenders
26263,134,12,1360.06,4,4,3,11,Loyal
26264,592,11,5433.39,1,3,5,9,Regulars
26265,302,13,3624.83,2,4,5,11,At Risk
26266,71,10,1632.0500000000002,4,3,3,10,Loyal
26267,592,8,1841.48,1,2,4,7,Regulars
26268,105,10,1340.4,4,3,3,10,Loyal
26269,124,14,4399.51,4,5,5,14,Champions
26270,63,16,4280.599999999999,5,5,5,15,Champions
26271,6,13,2275.09,5,4,4,13,Champions
26272,281,4,587.26,2,1,1,4,Hibernating
26273,87,15,2948.43,4,5,5,14,Champions
26274,166,10,778.06,3,3,1,7,Regulars
26275,224,10,1520.8400000000001,3,3,3,9,Regulars
26276,459,8,1817.2,2,2,4,8,Regulars
26277,333,18,2064.7,2,5,4,11,At Risk
26278,264,13,1654.66,2,4,3,9,At Risk
26279,251,9,2586.24,2,2,5,9,Regulars
26280,1706,3,313.53,1,1,1,3,Hibernating
26281,43,12,5281.599999999999,5,4,5,14,Champions
26282,514,11,923.55,1,3,2,6,Regulars
26283,38,17,3135.31,5,5,5,15,Champions
26284,403,10,4515.28,2,3,5,10,Regulars
26285,292,8,520.59,2,2,1,5,Hibernating
26286,314,8,977.34,2,2,2,6,Hibernating
26287,126,9,827.0600000000001,4,2,1,7,Regulars
26288,3,14,2470.64,5,5,4,14,Champions
26289,208,12,1399.96,3,4,3,10,Regulars
26290,225,10,815.7,3,3,1,7,Regulars
26291,207,8,893.77,3,2,2,7,Regulars
26292,182,11,986.95,3,3,2,8,Regulars
26293,283,12,1356.99,2,4,3,9,At Risk
26294,47,10,1889.33,5,3,4,12,Loyal
26295,225,11,1820.85,3,3,4,10,Big Spenders
26296,508,12,3662.54,1,4,5,10,At Risk
26297,24,10,1069.9,5,3,2,10,Loyal
26298,786,10,2619.59,1,3,5,9,Regulars
26299,182,11,1106.69,3,3,2,8,Regulars
26300,436,6,1140.9299999999998,2,1,2,5,Hibernating
26301,467,12,1756.16,1,4,4,9,At Risk
26302,23,9,1840.5800000000002,5,2,4,11,Big Spenders
26303,569,7,357.91,1,1,1,3,Hibernating
26304,158,14,2734.1800000000003,3,5,5,13,Big Spenders
26305,384,10,1003.45,2,3,2,7,Regulars
26306,313,12,3117.8,2,4,5,11,At Risk
26307,511,7,1222.6,1,1,2,4,Hibernating
26308,139,11,928.97,4,3,2,9,Loyal
26309,11,9,896.5,5,2,2,9,Regulars
26310,718,15,1368.96,1,5,3,9,At Risk
26311,96,10,4712.89,4,3,5,12,Loyal
26312,820,11,1499.88,1,3,3,7,Regulars
26313,85,8,826.3199999999999,4,2,1,7,Regulars
26314,468,9,1209.97,1,2,2,5,Hibernating
26315,103,10,1697.69,4,3,3,10,Loyal
26316,742,10,2305.66,1,3,4,8,Regulars
26317,527,13,3655.96,1,4,5,10,At Risk
26318,104,6,792.52,4,1,1,6,Regulars
26319,295,9,983.5699999999999,2,2,2,6,Hibernating
26320,186,9,1463.12,3,2,3,8,Regulars
26321,174,7,4383.1,3,1,5,9,Big Spenders
26322,165,7,398.54,3,1,1,5,Regulars
26323,141,12,1561.11,4,4,3,11,Loyal
26324,142,12,3285.25,4,4,5,13,Champions
26325,90,13,1139.42,4,4,2,10,Loyal
26326,165,12,1003.52,3,4,2,9,Regulars
26327,214,14,2319.03,3,5,4,12,Big Spenders
26328,407,12,6206.92,2,4,5,11,At Risk
26329,350,14,1871.69,2,5,4,11,At Risk
26330,55,9,969.01,5,2,2,9,Regulars
26331,320,4,213.49,2,1,1,4,Hibernating
26332,19,6,836.86,5,1,1,7,Regulars
26333,1,10,1478.77,5,3,3,11,Loyal
26334,247,10,1540.24,3,3,3,9,Regulars
26335,430,5,945.33,2,1,2,5,Hibernating
26336,3,15,1180.04,5,5,2,12,Loyal
26337,224,4,266.06,3,1,1,5,Regulars
26338,333,12,1623.75,2,4,3,9,At Risk
26339,49,13,3059.88,5,4,5,14,Champions
26340,85,10,833.1899999999999,4,3,1,8,Loyal
26341,98,8,2424.69,4,2,4,10,Big Spenders
26342,92,14,2037.81,4,5,4,13,Champions
26343,243,12,2682.09,3,4,5,12,Big Spenders
