customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cat_richness,churn_horizon_days,last_purchase,days_since_last,is_churned
23211,274,15,4186.79,2,5,5,12,At Risk,1,90,2024-12-30,274,1
23212,72,8,1301.0700000000002,4,2,3,9,Regulars,1,180,2025-07-20,72,0
23213,136,8,1248.02,4,2,3,9,Regulars,1,180,2025-05-17,136,0
23214,255,11,2017.96,2,3,4,9,Regulars,1,120,2025-01-18,255,1
23215,200,14,1230.6200000000001,3,5,2,10,Regulars,1,90,2025-03-14,200,1
23216,320,14,1742.18,2,5,4,11,At Risk,1,90,2024-11-14,320,1
23217,249,9,771.55,2,2,1,5,Hibernating,1,120,2025-01-24,249,1
23218,38,17,1664.05,5,5,3,13,Loyal,1,90,2025-08-23,38,0
23219,105,9,1637.15,4,2,3,9,Regulars,1,120,2025-06-17,105,0
23220,122,12,1576.83,4,4,3,11,Loyal,1,90,2025-05-31,122,1
23221,25,16,3844.27,5,5,5,15,Champions,1,90,2025-09-05,25,0
23222,109,10,1073.62,4,3,2,9,Loyal,1,120,2025-06-13,109,0
23223,91,15,2357.4300000000003,4,5,4,13,Champions,1,90,2025-07-01,91,1
23224,1107,3,204.73,1,1,1,3,Hibernating,1,180,2022-09-19,1107,1
23225,47,9,1449.3200000000002,5,2,3,10,Regulars,1,120,2025-08-14,47,0
23226,526,9,1195.67,1,2,2,5,Hibernating,1,120,2024-04-22,526,1
23227,8,10,1838.5299999999997,5,3,4,12,Loyal,1,120,2025-09-22,8,0
23228,545,8,1118.56,1,2,2,5,Hibernating,1,180,2024-04-03,545,1
23229,34,15,1323.91,5,5,3,13,Loyal,1,90,2025-08-27,34,0
23230,73,11,2122.8,4,3,4,11,Loyal,1,120,2025-07-19,73,0
23231,263,12,854.97,2,4,2,8,At Risk,1,90,2025-01-10,263,1
23232,11,9,1315.54,5,2,3,10,Regulars,1,120,2025-09-19,11,0
23233,425,11,807.15,2,3,1,6,Regulars,1,120,2024-08-01,425,1
23234,102,8,1001.13,4,2,2,8,Regulars,1,180,2025-06-20,102,0
23235,190,9,1791.2400000000002,3,2,4,9,Big Spenders,1,120,2025-03-24,190,1
23236,61,10,2170.56,5,3,4,12,Loyal,1,120,2025-07-31,61,0
23237,14,10,909.0,5,3,2,10,Loyal,1,120,2025-09-16,14,0
23238,49,10,653.8199999999999,5,3,1,9,Loyal,1,120,2025-08-12,49,0
23239,477,9,1483.1299999999999,1,2,3,6,Regulars,1,120,2024-06-10,477,1
23240,307,10,4178.28,2,3,5,10,Regulars,1,120,2024-11-27,307,1
23241,58,6,987.44,5,1,2,8,Regulars,1,180,2025-08-03,58,0
23242,155,13,1530.22,3,4,3,10,Regulars,1,90,2025-04-28,155,1
23243,104,4,3798.99,4,1,5,10,Big Spenders,1,180,2025-06-18,104,0
23244,133,6,720.3,4,1,1,6,Regulars,1,180,2025-05-20,133,0
23245,152,6,1815.81,3,1,4,8,Big Spenders,1,180,2025-05-01,152,0
23246,351,15,4609.89,2,5,5,12,At Risk,1,90,2024-10-14,351,1
23247,149,4,210.5,3,1,1,5,Regulars,1,180,2025-05-04,149,0
23248,252,11,2452.9300000000003,2,3,4,9,Regulars,1,120,2025-01-21,252,1
23249,143,14,1865.24,4,5,4,13,Champions,1,90,2025-05-10,143,1
23250,136,9,1981.8799999999999,4,2,4,10,Big Spenders,1,120,2025-05-17,136,1
23251,529,10,1515.52,1,3,3,7,Regulars,1,120,2024-04-19,529,1
23252,471,12,6277.27,1,4,5,10,At Risk,1,90,2024-06-16,471,1
23253,172,12,962.3199999999999,3,4,2,9,Regulars,1,90,2025-04-11,172,1
23254,434,16,2039.22,2,5,4,11,At Risk,1,90,2024-07-23,434,1
23255,296,10,1181.44,2,3,2,7,Regulars,1,120,2024-12-08,296,1
23256,29,11,1383.87,5,3,3,11,Loyal,1,120,2025-09-01,29,0
23257,40,17,3239.45,5,5,5,15,Champions,1,90,2025-08-21,40,0
23258,766,5,700.74,1,1,1,3,Hibernating,1,180,2023-08-26,766,1
23259,464,7,1078.5900000000001,1,1,2,4,Hibernating,1,180,2024-06-23,464,1
23260,92,8,2080.73,4,2,4,10,Big Spenders,1,180,2025-06-30,92,0
23261,202,11,1287.8799999999999,3,3,3,9,Regulars,1,120,2025-03-12,202,1
23262,139,18,2054.2799999999997,4,5,4,13,Champions,1,90,2025-05-14,139,1
23263,1398,6,1253.77,1,1,3,5,Regulars,1,180,2021-12-02,1398,1
23264,21,19,2385.33,5,5,4,14,Champions,1,90,2025-09-09,21,0
23265,747,12,888.78,1,4,2,7,At Risk,1,90,2023-09-14,747,1
23266,154,11,1045.05,3,3,2,8,Regulars,1,120,2025-04-29,154,1
23267,105,7,3908.41,4,1,5,10,Big Spenders,1,180,2025-06-17,105,0
23268,307,6,2307.84,2,1,4,7,Regulars,1,180,2024-11-27,307,1
23269,608,12,4795.780000000001,1,4,5,10,At Risk,1,90,2024-01-31,608,1
23270,24,6,509.76,5,1,1,7,Regulars,1,180,2025-09-06,24,0
23271,345,13,1922.96,2,4,4,10,At Risk,1,90,2024-10-20,345,1
23272,11,15,2747.84,5,5,5,15,Champions,1,90,2025-09-19,11,0
23273,26,7,871.8800000000001,5,1,2,8,Regulars,1,180,2025-09-04,26,0
23274,632,10,962.16,1,3,2,6,Regulars,1,120,2024-01-07,632,1
23275,806,7,766.88,1,1,1,3,Hibernating,1,180,2023-07-17,806,1
23276,25,10,733.58,5,3,1,9,Loyal,1,120,2025-09-05,25,0
23277,180,8,2935.06,3,2,5,10,Big Spenders,1,180,2025-04-03,180,0
23278,951,6,1041.05,1,1,2,4,Hibernating,1,180,2023-02-22,951,1
23279,219,6,971.31,3,1,2,6,Regulars,1,180,2025-02-23,219,1
23280,1,12,1011.4399999999999,5,4,2,11,Loyal,1,90,2025-09-29,1,0
23281,117,7,973.36,4,1,2,7,Regulars,1,180,2025-06-05,117,0
23282,77,12,3553.65,4,4,5,13,Champions,1,90,2025-07-15,77,0
23283,149,9,691.14,3,2,1,6,Regulars,1,120,2025-05-04,149,1
23284,127,16,3649.48,4,5,5,14,Champions,1,90,2025-05-26,127,1
23285,22,12,3000.88,5,4,5,14,Champions,1,90,2025-09-08,22,0
23286,188,6,2617.7400000000002,3,1,5,9,Big Spenders,1,180,2025-03-26,188,1
23287,992,5,371.90999999999997,1,1,1,3,Hibernating,1,180,2023-01-12,992,1
23288,603,9,923.7,1,2,2,5,Hibernating,1,120,2024-02-05,603,1
23289,13,9,2030.56,5,2,4,11,Big Spenders,1,120,2025-09-17,13,0
23290,534,9,877.2,1,2,2,5,Hibernating,1,120,2024-04-14,534,1
23291,162,12,519.77,3,4,1,8,Regulars,1,90,2025-04-21,162,1
23292,219,10,1732.88,3,3,4,10,Big Spenders,1,120,2025-02-23,219,1
23293,130,14,1774.27,4,5,4,13,Champions,1,90,2025-05-23,130,1
23294,96,13,2232.28,4,4,4,12,Champions,1,90,2025-06-26,96,1
23295,513,11,1368.32,1,3,3,7,Regulars,1,120,2024-05-05,513,1
23296,553,5,1467.35,1,1,3,5,Regulars,1,180,2024-03-26,553,1
23297,171,10,1716.8,3,3,3,9,Regulars,1,120,2025-04-12,171,1
23298,225,15,2782.86,3,5,5,13,Big Spenders,1,90,2025-02-17,225,1
23299,32,7,2667.54,5,1,5,11,Big Spenders,1,180,2025-08-29,32,0
23300,89,14,1823.26,4,5,4,13,Champions,1,90,2025-07-03,89,0
23301,357,9,1049.73,2,2,2,6,Hibernating,1,120,2024-10-08,357,1
23302,97,13,917.26,4,4,2,10,Loyal,1,90,2025-06-25,97,1
23303,584,5,1596.96,1,1,3,5,Regulars,1,180,2024-02-24,584,1
23304,972,7,657.6700000000001,1,1,1,3,Hibernating,1,180,2023-02-01,972,1
23305,127,12,986.02,4,4,2,10,Loyal,1,90,2025-05-26,127,1
23306,275,14,5497.96,2,5,5,12,At Risk,1,90,2024-12-29,275,1
23307,295,20,2151.01,2,5,4,11,At Risk,1,90,2024-12-09,295,1
23308,112,10,1165.22,4,3,2,9,Loyal,1,120,2025-06-10,112,0
23309,231,4,482.56,3,1,1,5,Regulars,1,180,2025-02-11,231,1
23310,253,16,2216.2400000000002,2,5,4,11,At Risk,1,90,2025-01-20,253,1
23311,544,10,1571.32,1,3,3,7,Regulars,1,120,2024-04-04,544,1
23312,9,15,1720.98,5,5,3,13,Loyal,1,90,2025-09-21,9,0
23313,7,9,510.72,5,2,1,8,Regulars,1,120,2025-09-23,7,0
23314,40,12,1444.0700000000002,5,4,3,12,Loyal,1,90,2025-08-21,40,0
23315,216,16,5631.98,3,5,5,13,Big Spenders,1,90,2025-02-26,216,1
23316,254,11,1801.3700000000001,2,3,4,9,Regulars,1,120,2025-01-19,254,1
23317,111,9,1400.53,4,2,3,9,Regulars,1,120,2025-06-11,111,0
23318,266,7,278.48,2,1,1,4,Hibernating,1,180,2025-01-07,266,1
23319,216,11,1437.45,3,3,3,9,Regulars,1,120,2025-02-26,216,1
23320,229,15,1300.05,3,5,3,11,Regulars,1,90,2025-02-13,229,1
23321,82,14,2514.19,4,5,4,13,Champions,1,90,2025-07-10,82,0
23322,318,11,647.4,2,3,1,6,Regulars,1,120,2024-11-16,318,1
23323,401,7,1906.98,2,1,4,7,Regulars,1,180,2024-08-25,401,1
23324,277,10,2255.8500000000004,2,3,4,9,Regulars,1,120,2024-12-27,277,1
23325,551,6,567.04,1,1,1,3,Hibernating,1,180,2024-03-28,551,1
23326,330,11,2841.88,2,3,5,10,Regulars,1,120,2024-11-04,330,1
23327,74,11,3776.76,4,3,5,12,Loyal,1,120,2025-07-18,74,0
23328,290,7,2120.11,2,1,4,7,Regulars,1,180,2024-12-14,290,1
23329,95,6,390.64,4,1,1,6,Regulars,1,180,2025-06-27,95,0
23330,493,8,1622.63,1,2,3,6,Regulars,1,180,2024-05-25,493,1
23331,125,6,859.96,4,1,2,7,Regulars,1,180,2025-05-28,125,0
23332,386,6,900.99,2,1,2,5,Hibernating,1,180,2024-09-09,386,1
23333,446,12,2219.59,2,4,4,10,At Risk,1,90,2024-07-11,446,1
23334,276,7,969.49,2,1,2,5,Hibernating,1,180,2024-12-28,276,1
23335,691,9,1563.73,1,2,3,6,Regulars,1,120,2023-11-09,691,1
23336,127,12,975.0699999999999,4,4,2,10,Loyal,1,90,2025-05-26,127,1
23337,54,15,3147.02,5,5,5,15,Champions,1,90,2025-08-07,54,0
23338,773,6,3367.74,1,1,5,7,Regulars,1,180,2023-08-19,773,1
23339,204,10,806.97,3,3,1,7,Regulars,1,120,2025-03-10,204,1
23340,167,4,674.85,3,1,1,5,Regulars,1,180,2025-04-16,167,0
23341,278,7,893.13,2,1,2,5,Hibernating,1,180,2024-12-26,278,1
23342,201,12,1392.29,3,4,3,10,Regulars,1,90,2025-03-13,201,1
23343,143,10,1062.6,4,3,2,9,Loyal,1,120,2025-05-10,143,1
23344,316,14,1583.4,2,5,3,10,At Risk,1,90,2024-11-18,316,1
23345,107,11,1779.8400000000001,4,3,4,11,Loyal,1,120,2025-06-15,107,0
23346,80,13,1533.54,4,4,3,11,Loyal,1,90,2025-07-12,80,0
23347,37,15,2058.73,5,5,4,14,Champions,1,90,2025-08-24,37,0
23348,530,17,2818.98,1,5,5,11,At Risk,1,90,2024-04-18,530,1
23349,114,8,2525.4900000000002,4,2,4,10,Big Spenders,1,180,2025-06-08,114,0
23350,32,2,534.56,5,1,1,7,Regulars,1,180,2025-08-29,32,0
23351,750,8,3805.11,1,2,5,8,Regulars,1,180,2023-09-11,750,1
23352,40,7,2609.8799999999997,5,1,5,11,Big Spenders,1,180,2025-08-21,40,0
23353,443,3,414.18,2,1,1,4,Hibernating,1,180,2024-07-14,443,1
23354,519,5,1977.32,1,1,4,6,Regulars,1,180,2024-04-29,519,1
23355,106,13,3462.32,4,4,5,13,Champions,1,90,2025-06-16,106,1
23356,157,16,1358.3899999999999,3,5,3,11,Regulars,1,90,2025-04-26,157,1
23357,866,10,698.6700000000001,1,3,1,5,Regulars,1,120,2023-05-18,866,1
23358,860,9,757.69,1,2,1,4,Hibernating,1,120,2023-05-24,860,1
23359,275,12,2155.35,2,4,4,10,At Risk,1,90,2024-12-29,275,1
23360,357,12,791.08,2,4,1,7,At Risk,1,90,2024-10-08,357,1
23361,34,11,2663.77,5,3,5,13,Loyal,1,120,2025-08-27,34,0
23362,120,11,925.55,4,3,2,9,Loyal,1,120,2025-06-02,120,0
23363,221,6,2281.1400000000003,3,1,4,8,Big Spenders,1,180,2025-02-21,221,1
23364,65,7,931.3399999999999,5,1,2,8,Regulars,1,180,2025-07-27,65,0
23365,137,13,1906.49,4,4,4,12,Champions,1,90,2025-05-16,137,1
23366,167,9,1332.4,3,2,3,8,Regulars,1,120,2025-04-16,167,1
23367,307,13,4100.36,2,4,5,11,At Risk,1,90,2024-11-27,307,1
23368,302,8,857.11,2,2,2,6,Hibernating,1,180,2024-12-02,302,1
23369,35,17,1301.46,5,5,3,13,Loyal,1,90,2025-08-26,35,0
23370,124,6,788.98,4,1,1,6,Regulars,1,180,2025-05-29,124,0
23371,2704,2,1138.64,1,1,2,4,Hibernating,1,180,2018-05-06,2704,1
23372,751,7,1926.94,1,1,4,6,Regulars,1,180,2023-09-10,751,1
23373,237,10,641.83,3,3,1,7,Regulars,1,120,2025-02-05,237,1
23374,346,11,797.21,2,3,1,6,Regulars,1,120,2024-10-19,346,1
23375,143,10,1534.49,4,3,3,10,Loyal,1,120,2025-05-10,143,1
23376,123,12,2079.94,4,4,4,12,Champions,1,90,2025-05-30,123,1
23377,262,12,1382.54,2,4,3,9,At Risk,1,90,2025-01-11,262,1
23378,437,8,767.98,2,2,1,5,Hibernating,1,180,2024-07-20,437,1
23379,421,13,1896.47,2,4,4,10,At Risk,1,90,2024-08-05,421,1
23380,338,10,4347.1,2,3,5,10,Regulars,1,120,2024-10-27,338,1
23381,109,13,751.22,4,4,1,9,Loyal,1,90,2025-06-13,109,1
23382,285,8,1223.63,2,2,2,6,Hibernating,1,180,2024-12-19,285,1
23383,164,7,2947.18,3,1,5,9,Big Spenders,1,180,2025-04-19,164,0
23384,708,8,1763.0900000000001,1,2,4,7,Regulars,1,180,2023-10-23,708,1
23385,364,13,891.99,2,4,2,8,At Risk,1,90,2024-10-01,364,1
23386,305,4,961.81,2,1,2,5,Hibernating,1,180,2024-11-29,305,1
23387,220,14,3300.6800000000003,3,5,5,13,Big Spenders,1,90,2025-02-22,220,1
23388,661,14,1424.6,1,5,3,9,At Risk,1,90,2023-12-09,661,1
23389,428,7,572.35,2,1,1,4,Hibernating,1,180,2024-07-29,428,1
23390,305,17,4137.06,2,5,5,12,At Risk,1,90,2024-11-29,305,1
23391,198,13,4080.7799999999993,3,4,5,12,Big Spenders,1,90,2025-03-16,198,1
23392,35,14,3020.43,5,5,5,15,Champions,1,90,2025-08-26,35,0
23393,551,7,830.8899999999999,1,1,1,3,Hibernating,1,180,2024-03-28,551,1
23394,134,13,1805.7099999999998,4,4,4,12,Champions,1,90,2025-05-19,134,1
23395,439,14,4346.37,2,5,5,12,At Risk,1,90,2024-07-18,439,1
23396,498,9,820.51,1,2,1,4,Hibernating,1,120,2024-05-20,498,1
23397,224,12,2173.49,3,4,4,11,Big Spenders,1,90,2025-02-18,224,1
23398,744,8,743.31,1,2,1,4,Hibernating,1,180,2023-09-17,744,1
23399,390,11,1588.98,2,3,3,8,Regulars,1,120,2024-09-05,390,1
23400,180,9,1463.43,3,2,3,8,Regulars,1,120,2025-04-03,180,1
23401,552,10,1350.02,1,3,3,7,Regulars,1,120,2024-03-27,552,1
23402,263,17,1967.17,2,5,4,11,At Risk,1,90,2025-01-10,263,1
23403,17,6,3279.9599999999996,5,1,5,11,Big Spenders,1,180,2025-09-13,17,0
23404,152,8,1009.06,3,2,2,7,Regulars,1,180,2025-05-01,152,0
23405,107,8,949.9100000000001,4,2,2,8,Regulars,1,180,2025-06-15,107,0
23406,216,12,1476.24,3,4,3,10,Regulars,1,90,2025-02-26,216,1
23407,485,11,1495.51,1,3,3,7,Regulars,1,120,2024-06-02,485,1
23408,192,10,1629.2,3,3,3,9,Regulars,1,120,2025-03-22,192,1
23409,1273,10,3347.1,1,3,5,9,Regulars,1,120,2022-04-06,1273,1
23410,18,10,1539.83,5,3,3,11,Loyal,1,120,2025-09-12,18,0
23411,33,13,2518.98,5,4,4,13,Champions,1,90,2025-08-28,33,0
23412,808,7,1195.11,1,1,2,4,Hibernating,1,180,2023-07-15,808,1
23413,110,5,616.34,4,1,1,6,Regulars,1,180,2025-06-12,110,0
23414,252,7,489.80999999999995,2,1,1,4,Hibernating,1,180,2025-01-21,252,1
23415,228,11,1215.8,3,3,2,8,Regulars,1,120,2025-02-14,228,1
23416,287,9,962.22,2,2,2,6,Hibernating,1,120,2024-12-17,287,1
23417,399,9,1252.25,2,2,3,7,Regulars,1,120,2024-08-27,399,1
23418,408,8,678.4399999999999,2,2,1,5,Hibernating,1,180,2024-08-18,408,1
23419,88,7,946.83,4,1,2,7,Regulars,1,180,2025-07-04,88,0
23420,45,10,1761.1399999999999,5,3,4,12,Loyal,1,120,2025-08-16,45,0
23421,421,13,2920.1900000000005,2,4,5,11,At Risk,1,90,2024-08-05,421,1
23422,339,9,2630.0,2,2,5,9,Regulars,1,120,2024-10-26,339,1
23423,353,9,2873.87,2,2,5,9,Regulars,1,120,2024-10-12,353,1
23424,136,11,3871.61,4,3,5,12,Loyal,1,120,2025-05-17,136,1
23425,22,12,1273.63,5,4,3,12,Loyal,1,90,2025-09-08,22,0
23426,53,13,1662.7900000000002,5,4,3,12,Loyal,1,90,2025-08-08,53,0
23427,442,6,511.43,2,1,1,4,Hibernating,1,180,2024-07-15,442,1
23428,92,8,2208.38,4,2,4,10,Big Spenders,1,180,2025-06-30,92,0
23429,204,8,1288.76,3,2,3,8,Regulars,1,180,2025-03-10,204,1
23430,387,15,1621.62,2,5,3,10,At Risk,1,90,2024-09-08,387,1
23431,42,5,2826.87,5,1,5,11,Big Spenders,1,180,2025-08-19,42,0
23432,110,10,1144.04,4,3,2,9,Loyal,1,120,2025-06-12,110,0
23433,554,7,981.5600000000001,1,1,2,4,Hibernating,1,180,2024-03-25,554,1
23434,188,9,674.99,3,2,1,6,Regulars,1,120,2025-03-26,188,1
23435,108,10,1972.88,4,3,4,11,Loyal,1,120,2025-06-14,108,0
23436,96,12,1553.24,4,4,3,11,Loyal,1,90,2025-06-26,96,1
23437,456,11,1735.32,2,3,4,9,Regulars,1,120,2024-07-01,456,1
23438,33,13,1086.17,5,4,2,11,Loyal,1,90,2025-08-28,33,0
23439,204,9,826.14,3,2,1,6,Regulars,1,120,2025-03-10,204,1
23440,21,4,357.61,5,1,1,7,Regulars,1,180,2025-09-09,21,0
23441,938,4,935.8699999999999,1,1,2,4,Hibernating,1,180,2023-03-07,938,1
23442,52,10,2269.95,5,3,4,12,Loyal,1,120,2025-08-09,52,0
23443,190,9,1397.5900000000001,3,2,3,8,Regulars,1,120,2025-03-24,190,1
23444,157,14,4756.4,3,5,5,13,Big Spenders,1,90,2025-04-26,157,1
23445,232,14,2762.44,3,5,5,13,Big Spenders,1,90,2025-02-10,232,1
23446,551,5,619.28,1,1,1,3,Hibernating,1,180,2024-03-28,551,1
23447,577,2,17.44,1,1,1,3,Hibernating,1,180,2024-03-02,577,1
23448,404,9,1108.25,2,2,2,6,Hibernating,1,120,2024-08-22,404,1
23449,318,10,1441.31,2,3,3,8,Regulars,1,120,2024-11-16,318,1
23450,99,12,1245.1100000000001,4,4,3,11,Loyal,1,90,2025-06-23,99,1
23451,131,16,2350.84,4,5,4,13,Champions,1,90,2025-05-22,131,1
23452,51,10,1986.61,5,3,4,12,Loyal,1,120,2025-08-10,51,0
23453,609,13,3582.15,1,4,5,10,At Risk,1,90,2024-01-30,609,1
23454,473,8,1123.83,1,2,2,5,Hibernating,1,180,2024-06-14,473,1
23455,203,8,1272.97,3,2,3,8,Regulars,1,180,2025-03-11,203,1
23456,173,11,1097.8799999999999,3,3,2,8,Regulars,1,120,2025-04-10,173,1
23457,191,7,1152.02,3,1,2,6,Regulars,1,180,2025-03-23,191,1
23458,196,6,1003.14,3,1,2,6,Regulars,1,180,2025-03-18,196,1
23459,291,6,717.94,2,1,1,4,Hibernating,1,180,2024-12-13,291,1
23460,19,14,904.4,5,5,2,12,Loyal,1,90,2025-09-11,19,0
23461,203,10,3308.6600000000003,3,3,5,11,Big Spenders,1,120,2025-03-11,203,1
23462,114,19,4842.4800000000005,4,5,5,14,Champions,1,90,2025-06-08,114,1
23463,539,8,1525.6200000000001,1,2,3,6,Regulars,1,180,2024-04-09,539,1
23464,435,9,685.18,2,2,1,5,Hibernating,1,120,2024-07-22,435,1
23465,839,7,1232.15,1,1,2,4,Hibernating,1,180,2023-06-14,839,1
23466,132,5,849.63,4,1,2,7,Regulars,1,180,2025-05-21,132,0
23467,1307,10,1254.85,1,3,3,7,Regulars,1,120,2022-03-03,1307,1
23468,204,13,2918.44,3,4,5,12,Big Spenders,1,90,2025-03-10,204,1
23469,805,10,1104.06,1,3,2,6,Regulars,1,120,2023-07-18,805,1
23470,110,8,862.9100000000001,4,2,2,8,Regulars,1,180,2025-06-12,110,0
23471,73,14,977.5,4,5,2,11,Loyal,1,90,2025-07-19,73,0
23472,654,11,910.61,1,3,2,6,Regulars,1,120,2023-12-16,654,1
23473,227,9,767.99,3,2,1,6,Regulars,1,120,2025-02-15,227,1
23474,271,5,4772.93,2,1,5,8,Regulars,1,180,2025-01-02,271,1
23475,107,10,1447.11,4,3,3,10,Loyal,1,120,2025-06-15,107,0
23476,110,12,1534.46,4,4,3,11,Loyal,1,90,2025-06-12,110,1
23477,166,12,2186.44,3,4,4,11,Big Spenders,1,90,2025-04-17,166,1
23478,120,11,1972.13,4,3,4,11,Loyal,1,120,2025-06-02,120,0
23479,474,9,1471.21,1,2,3,6,Regulars,1,120,2024-06-13,474,1
23480,159,10,4017.9700000000003,3,3,5,11,Big Spenders,1,120,2025-04-24,159,1
23481,358,9,902.91,2,2,2,6,Hibernating,1,120,2024-10-07,358,1
23482,402,9,1099.95,2,2,2,6,Hibernating,1,120,2024-08-24,402,1
23483,440,8,673.77,2,2,1,5,Hibernating,1,180,2024-07-17,440,1
23484,715,14,2096.34,1,5,4,10,At Risk,1,90,2023-10-16,715,1
23485,86,10,1452.95,4,3,3,10,Loyal,1,120,2025-07-06,86,0
23486,11,12,1499.45,5,4,3,12,Loyal,1,90,2025-09-19,11,0
23487,315,10,4026.04,2,3,5,10,Regulars,1,120,2024-11-19,315,1
23488,407,7,477.82,2,1,1,4,Hibernating,1,180,2024-08-19,407,1
23489,180,5,3678.81,3,1,5,9,Big Spenders,1,180,2025-04-03,180,0
23490,202,11,1825.9099999999999,3,3,4,10,Big Spenders,1,120,2025-03-12,202,1
23491,471,13,5161.05,1,4,5,10,At Risk,1,90,2024-06-16,471,1
23492,222,13,2510.1200000000003,3,4,4,11,Big Spenders,1,90,2025-02-20,222,1
23493,2,12,1764.28,5,4,4,13,Champions,1,90,2025-09-28,2,0
23494,262,9,1311.01,2,2,3,7,Regulars,1,120,2025-01-11,262,1
23495,60,19,2350.36,5,5,4,14,Champions,1,90,2025-08-01,60,0
23496,231,11,1016.45,3,3,2,8,Regulars,1,120,2025-02-11,231,1
23497,59,10,1047.0600000000002,5,3,2,10,Loyal,1,120,2025-08-02,59,0
23498,187,12,1835.26,3,4,4,11,Big Spenders,1,90,2025-03-27,187,1
23499,263,13,1733.1100000000001,2,4,4,10,At Risk,1,90,2025-01-10,263,1
23500,253,7,1136.21,2,1,2,5,Hibernating,1,180,2025-01-20,253,1
23501,178,14,2905.7000000000003,3,5,5,13,Big Spenders,1,90,2025-04-05,178,1
23502,204,7,2260.9,3,1,4,8,Big Spenders,1,180,2025-03-10,204,1
23503,136,15,2078.59,4,5,4,13,Champions,1,90,2025-05-17,136,1
23504,76,9,527.12,4,2,1,7,Regulars,1,120,2025-07-16,76,0
23505,590,7,1432.22,1,1,3,5,Regulars,1,180,2024-02-18,590,1
23506,1105,9,1138.68,1,2,2,5,Hibernating,1,120,2022-09-21,1105,1
23507,181,9,782.59,3,2,1,6,Regulars,1,120,2025-04-02,181,1
23508,448,13,2388.68,2,4,4,10,At Risk,1,90,2024-07-09,448,1
23509,218,11,2073.1,3,3,4,10,Big Spenders,1,120,2025-02-24,218,1
23510,156,13,1284.22,3,4,3,10,Regulars,1,90,2025-04-27,156,1
23511,828,6,1247.44,1,1,3,5,Regulars,1,180,2023-06-25,828,1
23512,403,11,1854.59,2,3,4,9,Regulars,1,120,2024-08-23,403,1
23513,39,10,2586.03,5,3,5,13,Loyal,1,120,2025-08-22,39,0
23514,22,8,470.58000000000004,5,2,1,8,Regulars,1,180,2025-09-08,22,0
23515,505,6,737.04,1,1,1,3,Hibernating,1,180,2024-05-13,505,1
23516,1008,5,285.24,1,1,1,3,Hibernating,1,180,2022-12-27,1008,1
23517,107,12,3008.7000000000003,4,4,5,13,Champions,1,90,2025-06-15,107,1
23518,76,13,3062.9700000000003,4,4,5,13,Champions,1,90,2025-07-16,76,0
23519,444,11,1167.81,2,3,2,7,Regulars,1,120,2024-07-13,444,1
23520,30,9,984.05,5,2,2,9,Regulars,1,120,2025-08-31,30,0
23521,133,4,149.93,4,1,1,6,Regulars,1,180,2025-05-20,133,0
23522,143,17,1319.16,4,5,3,12,Loyal,1,90,2025-05-10,143,1
23523,692,7,680.81,1,1,1,3,Hibernating,1,180,2023-11-08,692,1
23524,604,7,940.35,1,1,2,4,Hibernating,1,180,2024-02-04,604,1
23525,310,12,800.66,2,4,1,7,At Risk,1,90,2024-11-24,310,1
23526,149,7,317.82,3,1,1,5,Regulars,1,180,2025-05-04,149,0
23527,684,14,1890.3899999999999,1,5,4,10,At Risk,1,90,2023-11-16,684,1
23528,353,8,900.11,2,2,2,6,Hibernating,1,180,2024-10-12,353,1
23529,88,16,3322.68,4,5,5,14,Champions,1,90,2025-07-04,88,0
23530,321,14,1662.17,2,5,3,10,At Risk,1,90,2024-11-13,321,1
23531,466,5,311.38,1,1,1,3,Hibernating,1,180,2024-06-21,466,1
23532,29,11,1305.96,5,3,3,11,Loyal,1,120,2025-09-01,29,0
23533,755,7,1087.63,1,1,2,4,Hibernating,1,180,2023-09-06,755,1
23534,79,12,1717.6100000000001,4,4,3,11,Loyal,1,90,2025-07-13,79,0
23535,33,16,7241.09,5,5,5,15,Champions,1,90,2025-08-28,33,0
23536,592,12,2760.4300000000003,1,4,5,10,At Risk,1,90,2024-02-16,592,1
23537,77,9,746.8299999999999,4,2,1,7,Regulars,1,120,2025-07-15,77,0
23538,154,11,1114.9099999999999,3,3,2,8,Regulars,1,120,2025-04-29,154,1
23539,4,9,668.44,5,2,1,8,Regulars,1,120,2025-09-26,4,0
23540,90,13,3430.68,4,4,5,13,Champions,1,90,2025-07-02,90,0
23541,118,8,1662.8100000000002,4,2,3,9,Regulars,1,180,2025-06-04,118,0
23542,376,12,960.6700000000001,2,4,2,8,At Risk,1,90,2024-09-19,376,1
23543,221,13,3830.1,3,4,5,12,Big Spenders,1,90,2025-02-21,221,1
23544,0,12,1463.67,5,4,3,12,Loyal,1,90,2025-09-30,0,0
23545,47,6,1987.85,5,1,4,10,Big Spenders,1,180,2025-08-14,47,0
23546,1,16,1548.86,5,5,3,13,Loyal,1,90,2025-09-29,1,0
23547,539,12,1546.93,1,4,3,8,At Risk,1,90,2024-04-09,539,1
23548,135,9,456.55,4,2,1,7,Regulars,1,120,2025-05-18,135,1
23549,370,15,1160.6100000000001,2,5,2,9,At Risk,1,90,2024-09-25,370,1
23550,189,17,2543.01,3,5,4,12,Big Spenders,1,90,2025-03-25,189,1
