Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,MedianDaysBetweenOrders,AvgOrderValue,Churn
1526,3,346.43,2,4,4,10,398.0,115.47666666666667,1
1140,1,78.99,3,2,1,6,727.5,78.99,1
1612,2,118.44,2,4,2,8,149.0,59.22,1
1621,2,180.60999999999999,2,4,3,9,969.0,90.30499999999999,1
696,1,88.98,3,2,2,7,727.5,88.98,1
391,1,57.03,4,2,1,7,727.5,57.03,1
37,2,244.95999999999998,4,4,3,11,2006.0,122.47999999999999,0
1922,1,234.68,1,2,3,6,727.5,234.68,1
2141,1,23.53,1,2,1,4,727.5,23.53,1
908,2,198.56,3,4,3,10,1740.0,99.28,1
1701,1,405.41,2,2,4,8,727.5,405.41,1
139,1,202.9,4,2,3,9,727.5,202.9,0
544,2,259.03,4,4,3,11,745.0,129.515,1
1727,3,451.16,2,4,4,10,547.0,150.38666666666668,1
1393,1,110.72,2,2,2,6,727.5,110.72,1
1711,1,41.04,2,2,1,5,727.5,41.04,1
1265,2,435.02,2,4,4,10,259.0,217.51,1
414,1,137.02,4,2,2,8,727.5,137.02,1
2668,1,31.04,1,2,1,4,727.5,31.04,1
2472,1,94.22,1,2,2,5,727.5,94.22,1
1167,1,217.86,3,2,3,8,727.5,217.86,1
2577,1,91.94,1,2,2,5,727.5,91.94,1
2214,1,376.53,1,2,4,7,727.5,376.53,1
568,2,528.21,4,4,4,12,1041.0,264.105,1
476,1,208.05,4,2,3,9,727.5,208.05,1
1477,1,263.44,2,2,3,7,727.5,263.44,1
542,1,469.69,4,2,4,10,727.5,469.69,1
1848,1,57.41,1,2,1,4,727.5,57.41,1
1575,1,242.54,2,2,3,7,727.5,242.54,1
1781,1,42.72,2,2,1,5,727.5,42.72,1
2298,1,21.43,1,2,1,4,727.5,21.43,1
1786,2,928.9300000000001,2,4,4,10,985.0,464.46500000000003,1
169,1,219.58,4,2,3,9,727.5,219.58,0
2085,1,103.46,1,2,2,5,727.5,103.46,1
1422,3,243.45,2,4,3,9,667.0,81.14999999999999,1
416,1,471.0,4,2,4,10,727.5,471.0,1
2471,1,39.05,1,2,1,4,727.5,39.05,1
218,2,129.84,4,4,2,10,945.0,64.92,1
1723,2,512.89,2,4,4,10,35.0,256.445,1
1966,1,39.24,1,2,1,4,727.5,39.24,1
2439,1,126.31,1,2,2,5,727.5,126.31,1
627,1,34.74,3,2,1,6,727.5,34.74,1
1472,1,38.72,2,2,1,5,727.5,38.72,1
1293,1,52.07,2,2,1,5,727.5,52.07,1
535,2,542.4100000000001,4,4,4,12,1985.0,271.20500000000004,1
952,1,45.78,3,2,1,6,727.5,45.78,1
228,1,346.66,4,2,4,10,727.5,346.66,1
1489,1,55.88,2,2,1,5,727.5,55.88,1
552,2,543.06,4,4,4,12,1673.0,271.53,1
1700,1,332.52,2,2,4,8,727.5,332.52,1
817,1,72.33,3,2,1,6,727.5,72.33,1
1148,2,402.40999999999997,3,4,4,11,938.0,201.20499999999998,1
921,2,411.39,3,4,4,11,1491.0,205.695,1
758,1,168.24,3,2,2,7,727.5,168.24,1
939,1,164.03,3,2,2,7,727.5,164.03,1
2240,1,119.29,1,2,2,5,727.5,119.29,1
17,2,346.54,4,4,4,12,2072.0,173.27,0
794,1,151.45,3,2,2,7,727.5,151.45,1
819,2,320.33000000000004,3,4,4,11,1633.0,160.16500000000002,1
79,1,35.72,4,2,1,7,727.5,35.72,0
2542,1,183.89,1,2,3,6,727.5,183.89,1
2538,1,32.68,1,2,1,4,727.5,32.68,1
2739,1,287.71,1,2,3,6,727.5,287.71,1
519,4,347.93,4,4,4,12,328.0,86.9825,1
1564,1,59.58,2,2,1,5,727.5,59.58,1
1114,2,88.53,3,4,2,9,125.0,44.265,1
767,1,133.49,3,2,2,7,727.5,133.49,1
1791,2,603.52,2,4,4,10,963.0,301.76,1
81,3,321.13,4,4,4,12,820.0,107.04333333333334,0
2738,1,129.12,1,2,2,5,727.5,129.12,1
1049,2,177.11,3,4,3,10,1371.0,88.555,1
22,2,387.84999999999997,4,4,4,12,1421.0,193.92499999999998,0
983,2,307.28999999999996,3,4,4,11,1797.0,153.64499999999998,1
541,1,130.28,4,2,2,8,727.5,130.28,1
645,3,710.06,3,4,4,11,863.0,236.68666666666664,1
715,1,93.17,3,2,2,7,727.5,93.17,1
1452,2,193.52999999999997,2,4,3,9,834.0,96.76499999999999,1
497,2,336.57,4,4,4,12,1212.0,168.285,1
2646,1,102.03,1,2,2,5,727.5,102.03,1
2108,1,815.62,1,2,4,7,727.5,815.62,1
1806,1,286.51,2,2,3,7,727.5,286.51,1
664,2,315.14,3,4,4,11,1826.0,157.57,1
1154,2,644.37,3,4,4,11,957.0,322.185,1
138,1,543.67,4,2,4,10,727.5,543.67,0
1597,2,138.51,2,4,2,8,99.0,69.255,1
160,2,508.63,4,4,4,12,2207.0,254.315,0
1710,1,450.49,2,2,4,8,727.5,450.49,1
1637,2,226.11,2,4,3,9,799.0,113.055,1
1106,1,52.33,3,2,1,6,727.5,52.33,1
407,1,578.41,4,2,4,10,727.5,578.41,1
1090,1,47.12,3,2,1,6,727.5,47.12,1
1763,2,112.25,2,4,2,8,1038.0,56.125,1
1669,1,48.28,2,2,1,5,727.5,48.28,1
2078,1,20.65,1,2,1,4,727.5,20.65,1
1294,2,320.51,2,4,4,10,893.0,160.255,1
910,1,43.3,3,2,1,6,727.5,43.3,1
1783,1,154.8,2,2,2,6,727.5,154.8,1
1652,2,115.74000000000001,2,4,2,8,32.0,57.870000000000005,1
183,1,252.04,4,2,3,9,727.5,252.04,1
1714,1,25.0,2,2,1,5,727.5,25.0,1
827,1,211.52,3,2,3,8,727.5,211.52,1
831,2,178.72,3,4,3,10,446.0,89.36,1
2379,1,132.21,1,2,2,5,727.5,132.21,1
575,1,115.38,3,2,2,7,727.5,115.38,1
790,2,404.42999999999995,3,4,4,11,395.0,202.21499999999997,1
1079,3,297.69,3,4,3,10,718.0,99.23,1
2679,1,156.33,1,2,2,5,727.5,156.33,1
1650,1,26.97,2,2,1,5,727.5,26.97,1
1878,2,350.73,1,4,4,9,824.0,175.365,1
1658,2,428.98,2,4,4,10,845.0,214.49,1
1262,1,86.79,2,2,2,6,727.5,86.79,1
624,2,483.41999999999996,3,4,4,11,2046.0,241.70999999999998,1
112,2,449.26,4,4,4,12,791.0,224.63,0
78,4,439.95,4,4,4,12,620.0,109.9875,0
1486,2,112.15,2,4,2,8,7.0,56.075,1
949,2,58.709999999999994,3,4,1,8,1126.0,29.354999999999997,1
1694,1,79.07,2,2,1,5,727.5,79.07,1
2632,1,131.67,1,2,2,5,727.5,131.67,1
871,1,125.81,3,2,2,7,727.5,125.81,1
968,1,114.67,3,2,2,7,727.5,114.67,1
1785,1,63.53,2,2,1,5,727.5,63.53,1
1756,1,24.45,2,2,1,5,727.5,24.45,1
1220,1,301.12,3,2,3,8,727.5,301.12,1
699,4,469.52,3,4,4,11,620.0,117.38,1
488,1,54.25,4,2,1,7,727.5,54.25,1
147,3,187.85,4,4,3,11,1323.0,62.61666666666667,0
1668,2,172.75,2,4,3,9,908.0,86.375,1
2323,1,233.52,1,2,3,6,727.5,233.52,1
231,3,331.57,4,4,4,12,1184.0,110.52333333333333,1
1021,2,184.26,3,4,3,10,1482.0,92.13,1
1647,1,21.09,2,2,1,5,727.5,21.09,1
1154,1,226.98,3,2,3,8,727.5,226.98,1
1402,2,195.92000000000002,2,4,3,9,811.0,97.96000000000001,1
1765,1,151.11,2,2,2,6,727.5,151.11,1
2684,1,68.59,1,2,1,4,727.5,68.59,1
2671,1,178.88,1,2,3,6,727.5,178.88,1
844,1,43.13,3,2,1,6,727.5,43.13,1
1257,1,149.29,2,2,2,6,727.5,149.29,1
539,1,233.25,4,2,3,9,727.5,233.25,1
1648,1,135.74,2,2,2,6,727.5,135.74,1
1572,1,74.26,2,2,1,5,727.5,74.26,1
1765,1,28.71,2,2,1,5,727.5,28.71,1
1755,1,99.2,2,2,2,6,727.5,99.2,1
2084,1,41.97,1,2,1,4,727.5,41.97,1
282,2,356.75,4,4,4,12,1754.0,178.375,1
2032,1,161.83,1,2,2,5,727.5,161.83,1
2083,1,207.73,1,2,3,6,727.5,207.73,1
681,2,491.76,3,4,4,11,1890.0,245.88,1
2450,1,78.91,1,2,1,4,727.5,78.91,1
513,1,35.89,4,2,1,7,727.5,35.89,1
1408,2,167.32999999999998,2,4,2,8,803.0,83.66499999999999,1
1591,1,706.55,2,2,4,8,727.5,706.55,1
709,2,830.4000000000001,3,4,4,11,1740.0,415.20000000000005,1
525,1,99.05,4,2,2,8,727.5,99.05,1
242,1,63.44,4,2,1,7,727.5,63.44,1
3,4,621.0,4,4,4,12,379.0,155.25,0
1728,1,95.27,2,2,2,6,727.5,95.27,1
80,1,76.69,4,2,1,7,727.5,76.69,0
2278,1,61.7,1,2,1,4,727.5,61.7,1
684,2,202.38,3,4,3,10,943.0,101.19,1
2430,1,285.41,1,2,3,6,727.5,285.41,1
2138,1,99.49,1,2,2,5,727.5,99.49,1
1706,1,57.56,2,2,1,5,727.5,57.56,1
1014,2,388.36,3,4,4,11,1585.0,194.18,1
227,3,599.53,4,4,4,12,1105.0,199.84333333333333,1
221,1,48.32,4,2,1,7,727.5,48.32,1
62,3,412.37,4,4,4,12,461.0,137.45666666666668,0
322,1,46.61,4,2,1,7,727.5,46.61,1
776,1,145.51,3,2,2,7,727.5,145.51,1
1567,2,109.08000000000001,2,4,2,8,566.0,54.540000000000006,1
1518,1,58.89,2,2,1,5,727.5,58.89,1
2333,1,151.11,1,2,2,5,727.5,151.11,1
279,1,137.5,4,2,2,8,727.5,137.5,1
632,2,127.09,3,4,2,9,246.0,63.545,1
126,1,47.71,4,2,1,7,727.5,47.71,0
584,2,246.14,3,4,3,10,2120.0,123.07,1
706,1,47.75,3,2,1,6,727.5,47.75,1
2494,1,386.1,1,2,4,7,727.5,386.1,1
1127,2,144.18,3,4,2,9,1686.0,72.09,1
1229,2,199.64000000000001,3,4,3,10,1416.0,99.82000000000001,1
2828,1,79.47,1,2,1,4,727.5,79.47,1
2479,1,162.34,1,2,2,5,727.5,162.34,1
2220,2,433.29999999999995,1,4,4,9,534.0,216.64999999999998,1
1570,1,47.08,2,2,1,5,727.5,47.08,1
435,3,433.38,4,4,4,12,1162.0,144.46,1
499,1,142.68,4,2,2,8,727.5,142.68,1
1851,1,40.17,1,2,1,4,727.5,40.17,1
2811,1,72.17,1,2,1,4,727.5,72.17,1
1782,2,439.84000000000003,2,4,4,10,649.0,219.92000000000002,1
534,1,259.98,4,2,3,9,727.5,259.98,1
392,1,40.75,4,2,1,7,727.5,40.75,1
1353,1,123.84,2,2,2,6,727.5,123.84,1
2491,1,49.95,1,2,1,4,727.5,49.95,1
556,4,628.6,4,4,4,12,68.0,157.15,1
716,2,209.9,3,4,3,10,843.0,104.95,1
1721,1,244.26,2,2,3,7,727.5,244.26,1
98,1,50.87,4,2,1,7,727.5,50.87,0
1935,1,20.35,1,2,1,4,727.5,20.35,1
800,3,636.0699999999999,3,4,4,11,303.0,212.0233333333333,1
1040,1,182.19,3,2,3,8,727.5,182.19,1
1640,1,697.64,2,2,4,8,727.5,697.64,1
1661,1,134.55,2,2,2,6,727.5,134.55,1
1355,1,58.64,2,2,1,5,727.5,58.64,1
389,1,53.39,4,2,1,7,727.5,53.39,1
149,1,165.66,4,2,2,8,727.5,165.66,0
269,3,214.31,4,4,3,11,1208.0,71.43666666666667,1
2380,1,165.14,1,2,2,5,727.5,165.14,1
568,2,607.0899999999999,4,4,4,12,1336.0,303.54499999999996,1
1971,1,88.05,1,2,2,5,727.5,88.05,1
1749,1,52.24,2,2,1,5,727.5,52.24,1
687,2,251.79000000000002,3,4,3,10,857.0,125.89500000000001,1
778,1,85.94,3,2,2,7,727.5,85.94,1
2272,1,95.25,1,2,2,5,727.5,95.25,1
1807,2,708.46,2,4,4,10,580.0,354.23,1
1378,1,44.25,2,2,1,5,727.5,44.25,1
107,2,229.95000000000002,4,4,3,11,1296.0,114.97500000000001,0
985,1,253.99,3,2,3,8,727.5,253.99,1
1522,1,52.79,2,2,1,5,727.5,52.79,1
2495,1,68.78,1,2,1,4,727.5,68.78,1
1362,1,40.22,2,2,1,5,727.5,40.22,1
252,4,778.82,4,4,4,12,400.0,194.705,1
1303,1,88.54,2,2,2,6,727.5,88.54,1
79,2,73.0,4,4,1,9,1642.0,36.5,0
2504,1,55.91,1,2,1,4,727.5,55.91,1
1160,1,151.13,3,2,2,7,727.5,151.13,1
1299,1,75.31,2,2,1,5,727.5,75.31,1
1622,1,127.37,2,2,2,6,727.5,127.37,1
512,1,56.13,4,2,1,7,727.5,56.13,1
1666,1,156.61,2,2,2,6,727.5,156.61,1
851,1,390.53,3,2,4,9,727.5,390.53,1
2760,1,53.79,1,2,1,4,727.5,53.79,1
1418,2,208.92000000000002,2,4,3,9,1239.0,104.46000000000001,1
1011,3,769.0699999999999,3,4,4,11,385.0,256.3566666666666,1
2729,1,106.78,1,2,2,5,727.5,106.78,1
918,1,86.59,3,2,2,7,727.5,86.59,1
1025,1,53.45,3,2,1,6,727.5,53.45,1
2005,1,71.74,1,2,1,4,727.5,71.74,1
1575,1,423.22,2,2,4,8,727.5,423.22,1
1699,1,136.3,2,2,2,6,727.5,136.3,1
503,1,102.08,4,2,2,8,727.5,102.08,1
2062,1,36.93,1,2,1,4,727.5,36.93,1
2302,1,29.59,1,2,1,4,727.5,29.59,1
1141,2,369.84,3,4,4,11,1057.0,184.92,1
584,1,51.2,3,2,1,6,727.5,51.2,1
2681,1,432.05,1,2,4,7,727.5,432.05,1
36,3,638.5600000000001,4,4,4,12,1028.0,212.85333333333335,0
520,1,18.55,4,2,1,7,727.5,18.55,1
187,3,425.54999999999995,4,4,4,12,1242.0,141.85,1
583,1,355.8,3,2,4,9,727.5,355.8,1
225,3,208.98,4,4,3,11,1196.0,69.66,1
228,3,732.53,4,4,4,12,891.0,244.17666666666665,1
1428,2,396.02000000000004,2,4,4,10,464.0,198.01000000000002,1
264,2,175.60000000000002,4,4,3,11,2486.0,87.80000000000001,1
86,3,568.78,4,4,4,12,1347.0,189.59333333333333,0
2109,1,42.16,1,2,1,4,727.5,42.16,1
1106,1,64.81,3,2,1,6,727.5,64.81,1
873,2,557.35,3,4,4,11,788.0,278.675,1
2695,1,178.91,1,2,3,6,727.5,178.91,1
2114,1,299.9,1,2,3,6,727.5,299.9,1
1157,2,161.9,3,4,2,9,488.0,80.95,1
2039,1,96.5,1,2,2,5,727.5,96.5,1
213,1,230.55,4,2,3,9,727.5,230.55,1
348,1,281.57,4,2,3,9,727.5,281.57,1
847,1,144.09,3,2,2,7,727.5,144.09,1
170,3,440.86,4,4,4,12,1141.0,146.95333333333335,0
2082,1,275.75,1,2,3,6,727.5,275.75,1
458,1,162.87,4,2,2,8,727.5,162.87,1
324,2,106.27000000000001,4,4,2,10,1531.0,53.135000000000005,1
855,1,244.32,3,2,3,8,727.5,244.32,1
1733,1,287.59,2,2,3,7,727.5,287.59,1
1600,1,53.84,2,2,1,5,727.5,53.84,1
1743,2,440.0,2,4,4,10,467.0,220.0,1
2756,2,300.15999999999997,1,4,3,8,11.0,150.07999999999998,1
175,2,368.84000000000003,4,4,4,12,336.0,184.42000000000002,0
528,1,107.41,4,2,2,8,727.5,107.41,1
927,2,243.26,3,4,3,10,758.0,121.63,1
795,3,278.97,3,4,3,10,684.0,92.99000000000001,1
2211,1,61.58,1,2,1,4,727.5,61.58,1
1416,2,153.53,2,4,2,8,257.0,76.765,1
2463,2,637.18,1,4,4,9,4.0,318.59,1
692,2,160.3,3,4,2,9,2131.0,80.15,1
457,1,146.49,4,2,2,8,727.5,146.49,1
406,3,928.31,4,4,4,12,233.0,309.43666666666667,1
912,2,471.89,3,4,4,11,523.0,235.945,1
2250,1,44.63,1,2,1,4,727.5,44.63,1
1825,1,21.46,1,2,1,4,727.5,21.46,1
2115,1,194.37,1,2,3,6,727.5,194.37,1
1583,2,215.96,2,4,3,9,1237.0,107.98,1
913,3,409.36,3,4,4,11,894.0,136.45333333333335,1
2509,1,139.81,1,2,2,5,727.5,139.81,1
1427,1,104.87,2,2,2,6,727.5,104.87,1
511,4,674.3599999999999,4,4,4,12,886.0,168.58999999999997,1
252,2,525.99,4,4,4,12,1473.0,262.995,1
2359,1,37.16,1,2,1,4,727.5,37.16,1
138,1,48.77,4,2,1,7,727.5,48.77,0
523,1,381.24,4,2,4,10,727.5,381.24,1
2348,2,267.42,1,4,3,8,159.0,133.71,1
207,1,26.41,4,2,1,7,727.5,26.41,1
313,2,320.74,4,4,4,12,2233.0,160.37,1
1935,1,132.11,1,2,2,5,727.5,132.11,1
1767,1,147.69,2,2,2,6,727.5,147.69,1
1062,3,414.49,3,4,4,11,815.0,138.16333333333333,1
2087,1,67.45,1,2,1,4,727.5,67.45,1
1351,1,124.7,2,2,2,6,727.5,124.7,1
1591,1,85.16,2,2,2,6,727.5,85.16,1
1264,2,174.89000000000001,2,4,3,9,1073.0,87.44500000000001,1
1480,1,329.31,2,2,4,8,727.5,329.31,1
784,1,71.8,3,2,1,6,727.5,71.8,1
1506,1,152.02,2,2,2,6,727.5,152.02,1
380,1,303.61,4,2,3,9,727.5,303.61,1
310,1,414.87,4,2,4,10,727.5,414.87,1
348,1,160.12,4,2,2,8,727.5,160.12,1
16,1,319.89,4,2,4,10,727.5,319.89,0
2080,1,25.54,1,2,1,4,727.5,25.54,1
1725,1,128.19,2,2,2,6,727.5,128.19,1
1248,1,214.05,2,2,3,7,727.5,214.05,1
689,2,291.87,3,4,3,10,160.0,145.935,1
2506,1,284.89,1,2,3,6,727.5,284.89,1
2454,1,72.49,1,2,1,4,727.5,72.49,1
490,1,226.82,4,2,3,9,727.5,226.82,1
395,1,21.06,4,2,1,7,727.5,21.06,1
1979,1,167.0,1,2,2,5,727.5,167.0,1
2152,2,242.60999999999999,1,4,3,8,615.0,121.30499999999999,1
1477,1,215.4,2,2,3,7,727.5,215.4,1
1018,3,634.5699999999999,3,4,4,11,465.0,211.5233333333333,1
78,3,1063.06,4,4,4,12,861.0,354.3533333333333,0
2376,1,262.88,1,2,3,6,727.5,262.88,1
2103,1,121.98,1,2,2,5,727.5,121.98,1
1538,1,127.6,2,2,2,6,727.5,127.6,1
1103,1,176.49,3,2,3,8,727.5,176.49,1
1921,1,34.2,1,2,1,4,727.5,34.2,1
173,2,267.15,4,4,3,11,775.0,133.575,0
370,1,126.21,4,2,2,8,727.5,126.21,1
2149,1,161.69,1,2,2,5,727.5,161.69,1
561,1,351.92,4,2,4,10,727.5,351.92,1
910,1,164.49,3,2,2,7,727.5,164.49,1
1648,2,133.36,2,4,2,8,421.0,66.68,1
495,1,90.91,4,2,2,8,727.5,90.91,1
2290,1,335.94,1,2,4,7,727.5,335.94,1
502,1,800.27,4,2,4,10,727.5,800.27,1
241,2,511.74,4,4,4,12,884.0,255.87,1
1160,1,109.87,3,2,2,7,727.5,109.87,1
811,1,57.83,3,2,1,6,727.5,57.83,1
1201,2,178.32999999999998,3,4,3,10,523.0,89.16499999999999,1
2604,1,379.33,1,2,4,7,727.5,379.33,1
918,3,167.86,3,4,2,9,230.0,55.95333333333334,1
851,2,284.09000000000003,3,4,3,10,1248.0,142.04500000000002,1
2328,1,330.6,1,2,4,7,727.5,330.6,1
2425,1,200.47,1,2,3,6,727.5,200.47,1
203,2,272.21000000000004,4,4,3,11,1086.0,136.10500000000002,1
1685,1,237.6,2,2,3,7,727.5,237.6,1
250,1,240.27,4,2,3,9,727.5,240.27,1
588,2,218.74,3,4,3,10,99.0,109.37,1
978,1,145.39,3,2,2,7,727.5,145.39,1
1285,1,204.33,2,2,3,7,727.5,204.33,1
1856,1,16.31,1,2,1,4,727.5,16.31,1
922,1,59.84,3,2,1,6,727.5,59.84,1
1258,1,82.51,2,2,1,5,727.5,82.51,1
809,1,84.11,3,2,2,7,727.5,84.11,1
672,2,550.61,3,4,4,11,1850.0,275.305,1
607,1,55.59,3,2,1,6,727.5,55.59,1
2449,1,76.49,1,2,1,4,727.5,76.49,1
2474,1,118.21,1,2,2,5,727.5,118.21,1
1701,2,159.43,2,4,2,8,231.0,79.715,1
2807,1,106.23,1,2,2,5,727.5,106.23,1
1053,1,37.66,3,2,1,6,727.5,37.66,1
2400,1,53.72,1,2,1,4,727.5,53.72,1
1665,1,166.3,2,2,2,6,727.5,166.3,1
758,2,541.4200000000001,3,4,4,11,399.0,270.71000000000004,1
801,1,31.17,3,2,1,6,727.5,31.17,1
1846,1,202.91,1,2,3,6,727.5,202.91,1
1866,1,229.86,1,2,3,6,727.5,229.86,1
209,2,405.93,4,4,4,12,912.0,202.965,1
1228,3,384.88,3,4,4,11,120.0,128.29333333333332,1
1278,2,166.26,2,4,2,8,477.0,83.13,1
67,2,85.46,4,4,2,10,362.0,42.73,0
555,1,176.66,4,2,3,9,727.5,176.66,1
2435,1,107.37,1,2,2,5,727.5,107.37,1
1729,1,254.62,2,2,3,7,727.5,254.62,1
501,2,135.19,4,4,2,10,1904.0,67.595,1
2074,1,303.21,1,2,3,6,727.5,303.21,1
1052,2,214.82999999999998,3,4,3,10,590.0,107.41499999999999,1
434,2,322.01,4,4,4,12,238.0,161.005,1
2353,1,106.83,1,2,2,5,727.5,106.83,1
862,3,441.65999999999997,3,4,4,11,700.0,147.22,1
140,5,1155.1000000000001,4,4,4,12,582.0,231.02000000000004,0
2638,1,34.53,1,2,1,4,727.5,34.53,1
315,2,245.3,4,4,3,11,1391.0,122.65,1
403,1,84.87,4,2,2,8,727.5,84.87,1
505,1,163.18,4,2,2,8,727.5,163.18,1
188,3,624.63,4,4,4,12,1191.0,208.21,1
1556,1,171.44,2,2,3,7,727.5,171.44,1
1835,1,68.24,1,2,1,4,727.5,68.24,1
2553,1,198.35,1,2,3,6,727.5,198.35,1
851,2,443.55,3,4,4,11,515.0,221.775,1
103,3,514.46,4,4,4,12,1064.0,171.48666666666668,0
2508,1,42.75,1,2,1,4,727.5,42.75,1
824,1,109.65,3,2,2,7,727.5,109.65,1
535,1,148.2,4,2,2,8,727.5,148.2,1
1308,1,76.81,2,2,1,5,727.5,76.81,1
2496,1,140.46,1,2,2,5,727.5,140.46,1
569,2,851.4200000000001,3,4,4,11,1632.0,425.71000000000004,1
680,3,1054.51,3,4,4,11,872.0,351.50333333333333,1
2642,1,83.5,1,2,1,4,727.5,83.5,1
1520,1,66.87,2,2,1,5,727.5,66.87,1
350,3,800.9100000000001,4,4,4,12,832.0,266.97,1
964,3,292.15,3,4,3,10,395.0,97.38333333333333,1
239,3,624.34,4,4,4,12,1158.0,208.11333333333334,1
766,1,68.96,3,2,1,6,727.5,68.96,1
1632,1,398.5,2,2,4,8,727.5,398.5,1
185,2,346.17999999999995,4,4,4,12,1732.0,173.08999999999997,1
22,1,653.85,4,2,4,10,727.5,653.85,0
1520,1,165.0,2,2,2,6,727.5,165.0,1
1778,1,48.78,2,2,1,5,727.5,48.78,1
2490,1,75.22,1,2,1,4,727.5,75.22,1
361,1,83.46,4,2,1,7,727.5,83.46,1
306,4,925.1099999999999,4,4,4,12,299.0,231.27749999999997,1
452,1,493.85,4,2,4,10,727.5,493.85,1
1720,3,407.75,2,4,4,10,495.0,135.91666666666666,1
187,4,432.33,4,4,4,12,423.0,108.0825,1
300,1,167.36,4,2,2,8,727.5,167.36,1
1760,1,292.34,2,2,3,7,727.5,292.34,1
1934,1,69.23,1,2,1,4,727.5,69.23,1
1700,1,100.26,2,2,2,6,727.5,100.26,1
1559,1,38.92,2,2,1,5,727.5,38.92,1
655,2,180.03,3,4,3,10,163.0,90.015,1
1584,1,221.18,2,2,3,7,727.5,221.18,1
1216,1,40.98,3,2,1,6,727.5,40.98,1
1795,3,211.74,2,4,3,9,365.0,70.58,1
322,1,107.64,4,2,2,8,727.5,107.64,1
2694,1,32.57,1,2,1,4,727.5,32.57,1
452,1,264.56,4,2,3,9,727.5,264.56,1
323,1,130.04,4,2,2,8,727.5,130.04,1
1314,1,21.98,2,2,1,5,727.5,21.98,1
1577,2,164.87,2,4,2,8,551.0,82.435,1
1320,1,148.93,2,2,2,6,727.5,148.93,1
2393,1,340.91,1,2,4,7,727.5,340.91,1
88,2,95.75,4,4,2,10,1965.0,47.875,0
2102,1,185.65,1,2,3,6,727.5,185.65,1
2421,1,254.21,1,2,3,6,727.5,254.21,1
2224,2,136.95,1,4,2,7,120.0,68.475,1
1718,1,192.6,2,2,3,7,727.5,192.6,1
2627,1,80.25,1,2,1,4,727.5,80.25,1
1702,1,36.54,2,2,1,5,727.5,36.54,1
2736,1,202.05,1,2,3,6,727.5,202.05,1
99,2,302.22,4,4,3,11,2057.0,151.11,0
1670,1,81.59,2,2,1,5,727.5,81.59,1
1630,2,451.95,2,4,4,10,25.0,225.975,1
1379,1,550.56,2,2,4,8,727.5,550.56,1
1987,1,45.86,1,2,1,4,727.5,45.86,1
2756,1,65.92,1,2,1,4,727.5,65.92,1
129,1,38.89,4,2,1,7,727.5,38.89,0
1036,2,501.68,3,4,4,11,516.0,250.84,1
680,2,221.28,3,4,3,10,1253.0,110.64,1
160,1,109.37,4,2,2,8,727.5,109.37,0
1055,1,243.74,3,2,3,8,727.5,243.74,1
2128,1,68.82,1,2,1,4,727.5,68.82,1
315,2,214.2,4,4,3,11,531.0,107.1,1
36,2,80.97999999999999,4,4,1,9,1113.0,40.489999999999995,0
1667,1,88.5,2,2,2,6,727.5,88.5,1
2123,1,330.9,1,2,4,7,727.5,330.9,1
422,2,273.75,4,4,3,11,1906.0,136.875,1
2141,2,329.97,1,4,4,9,213.0,164.985,1
1818,1,202.14,1,2,3,6,727.5,202.14,1
2760,1,53.09,1,2,1,4,727.5,53.09,1
1350,2,345.41999999999996,2,4,4,10,490.0,172.70999999999998,1
2535,1,272.4,1,2,3,6,727.5,272.4,1
963,1,39.57,3,2,1,6,727.5,39.57,1
1661,1,71.07,2,2,1,5,727.5,71.07,1
1350,1,25.27,2,2,1,5,727.5,25.27,1
748,1,74.33,3,2,1,6,727.5,74.33,1
99,1,21.99,4,2,1,7,727.5,21.99,0
1272,1,86.67,2,2,2,6,727.5,86.67,1
1290,1,140.04,2,2,2,6,727.5,140.04,1
1770,1,138.67,2,2,2,6,727.5,138.67,1
910,1,147.07,3,2,2,7,727.5,147.07,1
1366,2,183.66,2,4,3,9,757.0,91.83,1
1791,1,49.97,2,2,1,5,727.5,49.97,1
441,2,868.55,4,4,4,12,1957.0,434.275,1
2185,1,300.53,1,2,3,6,727.5,300.53,1
544,1,156.82,4,2,2,8,727.5,156.82,1
2474,1,172.8,1,2,3,6,727.5,172.8,1
800,2,166.97,3,4,2,9,899.0,83.485,1
1669,2,397.85,2,4,4,10,679.0,198.925,1
2557,1,84.87,1,2,2,5,727.5,84.87,1
1091,2,257.97,3,4,3,10,1252.0,128.985,1
210,1,108.44,4,2,2,8,727.5,108.44,1
1200,1,65.9,3,2,1,6,727.5,65.9,1
1561,2,334.28,2,4,4,10,1031.0,167.14,1
2142,1,32.23,1,2,1,4,727.5,32.23,1
271,1,137.73,4,2,2,8,727.5,137.73,1
523,1,310.59,4,2,4,10,727.5,310.59,1
1778,2,706.6800000000001,2,4,4,10,449.0,353.34000000000003,1
828,2,272.26,3,4,3,10,827.0,136.13,1
2418,1,109.56,1,2,2,5,727.5,109.56,1
994,2,314.09000000000003,3,4,4,11,35.0,157.04500000000002,1
2822,1,27.85,1,2,1,4,727.5,27.85,1
1757,1,118.84,2,2,2,6,727.5,118.84,1
2292,1,45.11,1,2,1,4,727.5,45.11,1
2438,2,279.66999999999996,1,4,3,8,377.0,139.83499999999998,1
617,1,440.91,3,2,4,9,727.5,440.91,1
737,1,538.27,3,2,4,9,727.5,538.27,1
