customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,last_order_date,Churn,MedianDaysBetweenOrders,AvgOrderValue
21157.0,139,2,194.7,4,4,3,11,443,Champions,2025-05-15 09:12:00,0,1669.0,97.35
21159.0,122,2,150.64999999999998,4,4,2,10,442,Champions,2025-06-01 09:52:00,0,1037.0,75.32499999999999
21161.0,1651,1,256.01,2,2,3,7,223,Potential Loyalist,2021-03-25 18:31:00,1,,256.01
21162.0,2786,1,247.35,1,2,3,6,123,Potential Loyalist,2018-02-14 13:55:00,1,,247.35
21163.0,2132,1,192.42,1,2,3,6,123,Potential Loyalist,2019-11-30 18:48:00,1,,192.42
21164.0,112,1,157.08,4,2,2,8,422,Loyal Customers,2025-06-11 13:38:00,0,,157.08
21167.0,2655,1,113.1,1,2,2,5,122,Potential Loyalist,2018-06-25 12:11:00,1,,113.1
21168.0,640,1,56.14,3,2,1,6,321,Potential Loyalist,2023-12-31 00:56:00,1,,56.14
21169.0,187,1,186.64,4,2,3,9,423,Loyal Customers,2025-03-28 21:38:00,1,,186.64
21174.0,1773,1,61.99,2,2,1,5,221,Potential Loyalist,2020-11-23 10:09:00,1,,61.99
21175.0,1224,1,80.39,3,2,1,6,321,Potential Loyalist,2022-05-26 15:06:00,1,,80.39
21179.0,1617,2,846.6,2,4,4,10,244,Champions,2021-04-28 11:26:00,1,746.0,423.3
21180.0,2216,2,242.32,1,4,3,8,143,Loyal Customers,2019-09-07 15:33:00,1,83.0,121.16
21182.0,54,2,281.65999999999997,4,4,3,11,443,Champions,2025-08-08 13:51:00,0,732.0,140.82999999999998
21183.0,2809,1,33.92,1,2,1,4,121,At Risk,2018-01-22 11:22:00,1,,33.92
21185.0,462,1,125.12,4,2,2,8,422,Loyal Customers,2024-06-26 08:11:00,1,,125.12
21186.0,1613,2,138.81,2,4,2,8,242,Loyal Customers,2021-05-02 01:13:00,1,958.0,69.405
21190.0,1675,1,128.95,2,2,2,6,222,Potential Loyalist,2021-03-01 09:04:00,1,,128.95
21191.0,2771,1,239.73,1,2,3,6,123,Potential Loyalist,2018-03-01 07:16:00,1,,239.73
21192.0,906,1,104.4,3,2,2,7,322,Potential Loyalist,2023-04-09 19:48:00,1,,104.4
21194.0,2450,2,184.3,1,4,3,8,143,Loyal Customers,2019-01-16 15:44:00,1,165.0,92.15
21198.0,824,1,65.35,3,2,1,6,321,Potential Loyalist,2023-06-30 16:27:00,1,,65.35
21199.0,2287,1,277.5,1,2,3,6,123,Potential Loyalist,2019-06-28 20:16:00,1,,277.5
21200.0,784,1,113.97,3,2,2,7,322,Potential Loyalist,2023-08-09 18:29:00,1,,113.97
21202.0,1829,1,82.09,1,2,1,4,121,At Risk,2020-09-28 02:05:00,1,,82.09
21204.0,2439,1,37.54,1,2,1,4,121,At Risk,2019-01-27 20:22:00,1,,37.54
21207.0,859,3,476.64,3,4,4,11,344,Champions,2023-05-26 13:18:00,1,699.0,158.88
21212.0,452,2,275.77,4,4,3,11,443,Champions,2024-07-06 04:22:00,1,369.0,137.885
21215.0,2385,1,110.42,1,2,2,5,122,Potential Loyalist,2019-03-22 03:56:00,1,,110.42
21222.0,2400,1,41.42,1,2,1,4,121,At Risk,2019-03-07 23:43:00,1,,41.42
21226.0,1668,1,109.33,2,2,2,6,222,Potential Loyalist,2021-03-08 13:23:00,1,,109.33
21228.0,629,1,29.4,3,2,1,6,321,Potential Loyalist,2024-01-11 09:16:00,1,,29.4
21229.0,630,2,558.9100000000001,3,4,4,11,344,Champions,2024-01-10 03:56:00,1,2050.0,279.45500000000004
21234.0,607,1,88.29,3,2,2,7,322,Potential Loyalist,2024-02-02 18:32:00,1,,88.29
21237.0,2425,1,52.8,1,2,1,4,121,At Risk,2019-02-10 16:36:00,1,,52.8
21241.0,1592,3,409.7,2,4,4,10,244,Champions,2021-05-23 23:46:00,1,98.0,136.56666666666666
21242.0,354,1,168.3,4,2,2,8,422,Loyal Customers,2024-10-12 01:41:00,1,,168.3
21243.0,619,1,34.33,3,2,1,6,321,Potential Loyalist,2024-01-21 04:59:00,1,,34.33
21245.0,1611,1,129.01,2,2,2,6,222,Potential Loyalist,2021-05-04 07:26:00,1,,129.01
21248.0,2109,1,115.14,1,2,2,5,122,Potential Loyalist,2019-12-23 19:17:00,1,,115.14
21249.0,1156,1,54.26,3,2,1,6,321,Potential Loyalist,2022-08-02 20:58:00,1,,54.26
21250.0,737,1,55.76,3,2,1,6,321,Potential Loyalist,2023-09-25 23:04:00,1,,55.76
21254.0,468,1,195.8,4,2,3,9,423,Loyal Customers,2024-06-20 03:28:00,1,,195.8
21257.0,478,2,187.87,4,4,3,11,443,Champions,2024-06-10 19:24:00,1,1080.0,93.935
21259.0,1790,1,76.84,2,2,1,5,221,Potential Loyalist,2020-11-06 06:27:00,1,,76.84
21263.0,444,1,54.29,4,2,1,7,421,Potential Loyalist,2024-07-14 05:58:00,1,,54.29
21268.0,544,1,216.63,4,2,3,9,423,Loyal Customers,2024-04-05 04:04:00,1,,216.63
21269.0,1334,1,16.22,2,2,1,5,221,Potential Loyalist,2022-02-05 21:02:00,1,,16.22
21273.0,967,1,270.42,3,2,3,8,323,Loyal Customers,2023-02-07 14:49:00,1,,270.42
21274.0,1656,1,232.42,2,2,3,7,223,Potential Loyalist,2021-03-20 21:56:00,1,,232.42
21275.0,1555,2,396.85,2,4,4,10,244,Champions,2021-06-29 11:12:00,1,596.0,198.425
21276.0,2451,1,97.71,1,2,2,5,122,Potential Loyalist,2019-01-15 00:32:00,1,,97.71
21277.0,87,1,719.56,4,2,4,10,424,Champions,2025-07-06 12:49:00,0,,719.56
21280.0,2570,1,112.06,1,2,2,5,122,Potential Loyalist,2018-09-18 01:17:00,1,,112.06
21281.0,1404,1,100.73,2,2,2,6,222,Potential Loyalist,2021-11-27 17:57:00,1,,100.73
21282.0,92,2,242.09000000000003,4,4,3,11,443,Champions,2025-07-01 21:02:00,0,2304.0,121.04500000000002
21284.0,1752,1,130.0,2,2,2,6,222,Potential Loyalist,2020-12-14 05:27:00,1,,130.0
21285.0,1083,2,206.17000000000002,3,4,3,10,343,Champions,2022-10-14 05:47:00,1,475.0,103.08500000000001
21290.0,706,3,477.78,3,4,4,11,344,Champions,2023-10-26 08:45:00,1,523.0,159.26
21292.0,1818,1,332.27,1,2,4,7,124,Potential Loyalist,2020-10-09 21:35:00,1,,332.27
21293.0,189,1,66.98,4,2,1,7,421,Potential Loyalist,2025-03-26 04:00:00,1,,66.98
21296.0,9,2,739.0500000000001,4,4,4,12,444,Champions,2025-09-22 06:30:00,0,951.0,369.52500000000003
21297.0,872,1,195.65,3,2,3,8,323,Loyal Customers,2023-05-13 01:47:00,1,,195.65
21304.0,2741,1,177.45,1,2,3,6,123,Potential Loyalist,2018-03-31 15:03:00,1,,177.45
21307.0,2478,1,326.97,1,2,4,7,124,Potential Loyalist,2018-12-19 17:03:00,1,,326.97
21310.0,2704,1,23.5,1,2,1,4,121,At Risk,2018-05-07 20:59:00,1,,23.5
21311.0,193,1,131.58,4,2,2,8,422,Loyal Customers,2025-03-22 01:06:00,1,,131.58
21312.0,917,4,800.1400000000001,3,4,4,11,344,Champions,2023-03-29 07:59:00,1,310.0,200.03500000000003
21313.0,907,2,391.98,3,4,4,11,344,Champions,2023-04-08 11:00:00,1,985.0,195.99
21319.0,1633,2,232.84,2,4,3,9,243,Loyal Customers,2021-04-12 06:52:00,1,80.0,116.42
21321.0,567,1,31.21,4,2,1,7,421,Potential Loyalist,2024-03-13 13:34:00,1,,31.21
21324.0,5,2,280.61,4,4,3,11,443,Champions,2025-09-26 03:18:00,0,1008.0,140.305
21325.0,936,1,166.09,3,2,2,7,322,Potential Loyalist,2023-03-10 09:47:00,1,,166.09
21326.0,715,1,616.66,3,2,4,9,324,Loyal Customers,2023-10-17 11:07:00,1,,616.66
21327.0,88,4,308.69,4,4,4,12,444,Champions,2025-07-05 15:16:00,0,712.0,77.1725
21328.0,921,1,186.65,3,2,3,8,323,Loyal Customers,2023-03-25 08:46:00,1,,186.65
21329.0,2041,1,148.16,1,2,2,5,122,Potential Loyalist,2020-02-29 07:20:00,1,,148.16
21331.0,1821,2,270.98,1,4,3,8,143,Loyal Customers,2020-10-06 14:24:00,1,594.0,135.49
21332.0,356,2,424.83000000000004,4,4,4,12,444,Champions,2024-10-10 16:13:00,1,2223.0,212.41500000000002
21336.0,641,1,66.94,3,2,1,6,321,Potential Loyalist,2023-12-30 22:36:00,1,,66.94
21338.0,1416,1,71.83,2,2,1,5,221,Potential Loyalist,2021-11-15 15:03:00,1,,71.83
21339.0,2768,1,177.73,1,2,3,6,123,Potential Loyalist,2018-03-04 23:50:00,1,,177.73
21342.0,1661,1,64.71,2,2,1,5,221,Potential Loyalist,2021-03-15 20:47:00,1,,64.71
21343.0,175,3,420.33000000000004,4,4,4,12,444,Champions,2025-04-09 08:27:00,0,1288.0,140.11
21345.0,1943,2,299.61,1,4,3,8,143,Loyal Customers,2020-06-06 10:23:00,1,318.0,149.805
21348.0,1825,1,74.9,1,2,1,4,121,At Risk,2020-10-02 06:07:00,1,,74.9
21349.0,845,2,157.79,3,4,2,9,342,Loyal Customers,2023-06-09 08:36:00,1,299.0,78.895
21350.0,1631,1,79.17,2,2,1,5,221,Potential Loyalist,2021-04-14 08:51:00,1,,79.17
21352.0,285,1,63.48,4,2,1,7,421,Potential Loyalist,2024-12-20 23:19:00,1,,63.48
21354.0,338,1,178.32,4,2,3,9,423,Loyal Customers,2024-10-28 11:48:00,1,,178.32
21355.0,262,1,100.58,4,2,2,8,422,Loyal Customers,2025-01-12 20:23:00,1,,100.58
21356.0,1180,1,421.7,3,2,4,9,324,Loyal Customers,2022-07-09 05:36:00,1,,421.7
21357.0,2337,1,109.35,1,2,2,5,122,Potential Loyalist,2019-05-09 21:43:00,1,,109.35
21359.0,1681,1,72.71,2,2,1,5,221,Potential Loyalist,2021-02-23 16:00:00,1,,72.71
21361.0,1738,2,140.52,2,4,2,8,242,Loyal Customers,2020-12-28 09:11:00,1,671.0,70.26
21362.0,1689,1,237.74,2,2,3,7,223,Potential Loyalist,2021-02-15 11:50:00,1,,237.74
21364.0,908,1,64.86,3,2,1,6,321,Potential Loyalist,2023-04-07 07:22:00,1,,64.86
21365.0,1099,1,509.76,3,2,4,9,324,Loyal Customers,2022-09-28 15:14:00,1,,509.76
21370.0,104,1,92.74,4,2,2,8,422,Loyal Customers,2025-06-19 19:41:00,0,,92.74
21371.0,857,1,23.68,3,2,1,6,321,Potential Loyalist,2023-05-28 13:54:00,1,,23.68
21375.0,188,3,132.75,4,4,2,10,442,Champions,2025-03-27 02:29:00,1,197.0,44.25
21376.0,1823,2,251.49,1,4,3,8,143,Loyal Customers,2020-10-04 03:51:00,1,130.0,125.745
21377.0,1170,2,431.25,3,4,4,11,344,Champions,2022-07-19 22:14:00,1,386.0,215.625
21380.0,175,1,47.6,4,2,1,7,421,Potential Loyalist,2025-04-09 16:29:00,0,,47.6
21382.0,1195,2,127.72,3,4,2,9,342,Loyal Customers,2022-06-24 15:54:00,1,468.0,63.86
21383.0,853,2,437.21000000000004,3,4,4,11,344,Champions,2023-06-01 15:55:00,1,1345.0,218.60500000000002
21384.0,219,1,303.72,4,2,3,9,423,Loyal Customers,2025-02-24 16:54:00,1,,303.72
21385.0,1717,3,484.15000000000003,2,4,4,10,244,Champions,2021-01-18 11:35:00,1,302.0,161.38333333333335
21386.0,546,1,51.98,4,2,1,7,421,Potential Loyalist,2024-04-03 10:52:00,1,,51.98
21389.0,2525,1,141.45,1,2,2,5,122,Potential Loyalist,2018-11-02 04:39:00,1,,141.45
21390.0,496,1,27.1,4,2,1,7,421,Potential Loyalist,2024-05-23 15:34:00,1,,27.1
21391.0,1834,2,231.97000000000003,1,4,3,8,143,Loyal Customers,2020-09-23 05:43:00,1,216.0,115.98500000000001
21392.0,665,1,26.04,3,2,1,6,321,Potential Loyalist,2023-12-06 22:38:00,1,,26.04
21393.0,1074,1,87.37,3,2,2,7,322,Potential Loyalist,2022-10-23 21:17:00,1,,87.37
21395.0,1142,1,288.38,3,2,3,8,323,Loyal Customers,2022-08-16 17:55:00,1,,288.38
21401.0,1275,1,173.03,2,2,3,7,223,Potential Loyalist,2022-04-05 11:50:00,1,,173.03
21402.0,1605,2,332.43,2,4,4,10,244,Champions,2021-05-10 19:27:00,1,229.0,166.215
21404.0,1681,1,149.17,2,2,2,6,222,Potential Loyalist,2021-02-23 07:04:00,1,,149.17
21408.0,17,1,38.18,4,2,1,7,421,Potential Loyalist,2025-09-14 12:03:00,0,,38.18
21409.0,2337,1,322.44,1,2,4,7,124,Potential Loyalist,2019-05-09 03:08:00,1,,322.44
21410.0,603,2,674.83,3,4,4,11,344,Champions,2024-02-07 00:14:00,1,2208.0,337.415
21411.0,347,1,175.28,4,2,3,9,423,Loyal Customers,2024-10-19 12:43:00,1,,175.28
21413.0,454,2,277.06,4,4,3,11,443,Champions,2024-07-04 05:56:00,1,1255.0,138.53
21414.0,1911,1,51.08,1,2,1,4,121,At Risk,2020-07-08 14:16:00,1,,51.08
21416.0,199,4,450.38,4,4,4,12,444,Champions,2025-03-16 08:25:00,1,533.0,112.595
21417.0,968,1,50.49,3,2,1,6,321,Potential Loyalist,2023-02-06 03:56:00,1,,50.49
21419.0,328,1,239.11,4,2,3,9,423,Loyal Customers,2024-11-07 02:22:00,1,,239.11
21420.0,2660,1,95.81,1,2,2,5,122,Potential Loyalist,2018-06-20 07:26:00,1,,95.81
21422.0,2287,1,35.66,1,2,1,4,121,At Risk,2019-06-28 06:42:00,1,,35.66
21424.0,1845,1,418.56,1,2,4,7,124,Potential Loyalist,2020-09-12 12:42:00,1,,418.56
21425.0,283,3,723.6,4,4,4,12,444,Champions,2024-12-22 15:12:00,1,198.0,241.20000000000002
21426.0,1403,2,468.15999999999997,2,4,4,10,244,Champions,2021-11-28 17:42:00,1,773.0,234.07999999999998
21429.0,724,1,333.3,3,2,4,9,324,Loyal Customers,2023-10-08 12:49:00,1,,333.3
21430.0,1093,1,124.1,3,2,2,7,322,Potential Loyalist,2022-10-04 22:12:00,1,,124.1
21435.0,2115,1,103.25,1,2,2,5,122,Potential Loyalist,2019-12-18 00:05:00,1,,103.25
21437.0,2788,1,338.96,1,2,4,7,124,Potential Loyalist,2018-02-12 00:57:00,1,,338.96
21439.0,637,2,221.88,3,4,3,10,343,Champions,2024-01-03 18:42:00,1,974.0,110.94
21440.0,223,2,327.78,4,4,4,12,444,Champions,2025-02-20 18:01:00,1,29.0,163.89
21442.0,1987,1,94.46,1,2,2,5,122,Potential Loyalist,2020-04-23 12:29:00,1,,94.46
21445.0,959,2,350.48,3,4,4,11,344,Champions,2023-02-15 10:26:00,1,455.0,175.24
21447.0,335,4,544.0,4,4,4,12,444,Champions,2024-10-31 10:49:00,1,883.0,136.0
21449.0,2142,1,103.34,1,2,2,5,122,Potential Loyalist,2019-11-20 11:49:00,1,,103.34
21451.0,1314,2,474.5,2,4,4,10,244,Champions,2022-02-25 01:29:00,1,926.0,237.25
21452.0,1077,1,76.79,3,2,1,6,321,Potential Loyalist,2022-10-20 01:03:00,1,,76.79
21455.0,1371,2,161.45,2,4,2,8,242,Loyal Customers,2021-12-30 20:58:00,1,650.0,80.725
21457.0,254,1,350.72,4,2,4,10,424,Champions,2025-01-20 16:06:00,1,,350.72
21458.0,993,2,188.70999999999998,3,4,3,10,343,Champions,2023-01-12 11:09:00,1,676.0,94.35499999999999
21466.0,1406,2,282.41,2,4,3,9,243,Loyal Customers,2021-11-25 08:03:00,1,863.0,141.205
21469.0,204,3,654.85,4,4,4,12,444,Champions,2025-03-11 10:41:00,1,399.0,218.28333333333333
21470.0,1665,1,178.65,2,2,3,7,223,Potential Loyalist,2021-03-11 02:47:00,1,,178.65
21472.0,2189,1,95.31,1,2,2,5,122,Potential Loyalist,2019-10-04 21:21:00,1,,95.31
21475.0,562,2,297.59000000000003,4,4,3,11,443,Champions,2024-03-18 09:08:00,1,1633.0,148.79500000000002
21478.0,1269,2,581.58,2,4,4,10,244,Champions,2022-04-11 04:08:00,1,436.0,290.79
21480.0,1127,2,233.5,3,4,3,10,343,Champions,2022-08-31 15:15:00,1,1606.0,116.75
21481.0,2343,1,108.91,1,2,2,5,122,Potential Loyalist,2019-05-03 06:20:00,1,,108.91
21483.0,541,1,474.37,4,2,4,10,424,Champions,2024-04-08 06:25:00,1,,474.37
21484.0,1678,1,37.42,2,2,1,5,221,Potential Loyalist,2021-02-26 22:19:00,1,,37.42
21485.0,258,1,213.18,4,2,3,9,423,Loyal Customers,2025-01-16 10:04:00,1,,213.18
21487.0,1703,1,194.84,2,2,3,7,223,Potential Loyalist,2021-02-01 04:37:00,1,,194.84
21489.0,2323,1,315.44,1,2,4,7,124,Potential Loyalist,2019-05-23 09:58:00,1,,315.44
21490.0,2639,1,130.05,1,2,2,5,122,Potential Loyalist,2018-07-11 09:42:00,1,,130.05
21491.0,1988,1,37.03,1,2,1,4,121,At Risk,2020-04-22 19:59:00,1,,37.03
21493.0,1695,1,32.51,2,2,1,5,221,Potential Loyalist,2021-02-09 11:55:00,1,,32.51
21499.0,2208,2,142.77,1,4,2,7,142,Potential Loyalist,2019-09-15 15:24:00,1,86.0,71.385
21500.0,1718,1,141.44,2,2,2,6,222,Potential Loyalist,2021-01-17 19:08:00,1,,141.44
21501.0,1004,1,289.46,3,2,3,8,323,Loyal Customers,2023-01-01 13:50:00,1,,289.46
21502.0,99,2,235.13,4,4,3,11,443,Champions,2025-06-24 19:46:00,0,1098.0,117.565
21505.0,2468,1,31.61,1,2,1,4,121,At Risk,2018-12-29 10:17:00,1,,31.61
21507.0,173,2,707.56,4,4,4,12,444,Champions,2025-04-11 04:28:00,0,1607.0,353.78
21509.0,1262,1,171.26,2,2,3,7,223,Potential Loyalist,2022-04-18 20:22:00,1,,171.26
21510.0,1251,1,152.76,2,2,2,6,222,Potential Loyalist,2022-04-29 14:58:00,1,,152.76
21514.0,545,2,168.60000000000002,4,4,2,10,442,Champions,2024-04-04 15:59:00,1,102.0,84.30000000000001
21515.0,1387,2,299.74,2,4,3,9,243,Loyal Customers,2021-12-14 02:59:00,1,1164.0,149.87
21517.0,1836,1,20.19,1,2,1,4,121,At Risk,2020-09-21 18:31:00,1,,20.19
21520.0,1640,1,192.8,2,2,3,7,223,Potential Loyalist,2021-04-05 01:24:00,1,,192.8
21521.0,138,1,227.66,4,2,3,9,423,Loyal Customers,2025-05-16 08:44:00,0,,227.66
21522.0,5,2,261.21000000000004,4,4,3,11,443,Champions,2025-09-26 06:13:00,0,1257.0,130.60500000000002
21525.0,1579,3,1434.45,2,4,4,10,244,Champions,2021-06-05 01:00:00,1,408.0,478.15000000000003
21526.0,535,1,78.29,4,2,1,7,421,Potential Loyalist,2024-04-14 03:17:00,1,,78.29
21528.0,1637,2,422.03,2,4,4,10,244,Champions,2021-04-08 02:54:00,1,19.0,211.015
21532.0,193,1,136.35,4,2,2,8,422,Loyal Customers,2025-03-22 10:31:00,1,,136.35
21534.0,1799,1,48.65,2,2,1,5,221,Potential Loyalist,2020-10-28 09:13:00,1,,48.65
21536.0,822,1,67.29,3,2,1,6,321,Potential Loyalist,2023-07-02 20:35:00,1,,67.29
21538.0,154,1,72.59,4,2,1,7,421,Potential Loyalist,2025-04-30 09:10:00,0,,72.59
21539.0,248,1,281.64,4,2,3,9,423,Loyal Customers,2025-01-26 19:09:00,1,,281.64
21540.0,1710,1,122.64,2,2,2,6,222,Potential Loyalist,2021-01-26 00:22:00,1,,122.64
21541.0,769,1,63.56,3,2,1,6,321,Potential Loyalist,2023-08-24 21:09:00,1,,63.56
21544.0,1159,1,200.42,3,2,3,8,323,Loyal Customers,2022-07-30 16:00:00,1,,200.42
21546.0,2443,1,194.8,1,2,3,6,123,Potential Loyalist,2019-01-23 03:53:00,1,,194.8
21547.0,690,1,128.12,3,2,2,7,322,Potential Loyalist,2023-11-11 21:45:00,1,,128.12
21549.0,466,1,76.7,4,2,1,7,421,Potential Loyalist,2024-06-22 19:37:00,1,,76.7
21550.0,2473,1,386.77,1,2,4,7,124,Potential Loyalist,2018-12-24 12:36:00,1,,386.77
21551.0,478,3,316.01,4,4,4,12,444,Champions,2024-06-10 04:39:00,1,612.0,105.33666666666666
21552.0,549,1,71.85,4,2,1,7,421,Potential Loyalist,2024-03-31 14:14:00,1,,71.85
21553.0,2636,1,57.46,1,2,1,4,121,At Risk,2018-07-14 13:49:00,1,,57.46
21554.0,1651,1,200.22,2,2,3,7,223,Potential Loyalist,2021-03-25 21:13:00,1,,200.22
21555.0,2288,2,186.11,1,4,3,8,143,Loyal Customers,2019-06-28 00:12:00,1,288.0,93.055
21556.0,1899,1,168.12,1,2,2,5,122,Potential Loyalist,2020-07-20 11:28:00,1,,168.12
21557.0,1523,1,36.23,2,2,1,5,221,Potential Loyalist,2021-08-01 00:30:00,1,,36.23
21558.0,25,1,119.11,4,2,2,8,422,Loyal Customers,2025-09-06 03:08:00,0,,119.11
21562.0,2568,1,66.07,1,2,1,4,121,At Risk,2018-09-20 09:00:00,1,,66.07
21568.0,1721,1,590.25,2,2,4,8,224,Loyal Customers,2021-01-14 12:42:00,1,,590.25
21569.0,376,1,85.51,4,2,2,8,422,Loyal Customers,2024-09-20 20:00:00,1,,85.51
21571.0,432,1,172.69,4,2,3,9,423,Loyal Customers,2024-07-26 22:06:00,1,,172.69
21573.0,1527,1,45.31,2,2,1,5,221,Potential Loyalist,2021-07-27 15:31:00,1,,45.31
21574.0,575,1,47.93,3,2,1,6,321,Potential Loyalist,2024-03-05 20:46:00,1,,47.93
21577.0,1592,1,190.42,2,2,3,7,223,Potential Loyalist,2021-05-23 04:09:00,1,,190.42
21578.0,774,2,331.72,3,4,4,11,344,Champions,2023-08-19 00:55:00,1,997.0,165.86
21582.0,1623,1,201.84,2,2,3,7,223,Potential Loyalist,2021-04-22 19:11:00,1,,201.84
21585.0,766,1,331.38,3,2,4,9,324,Loyal Customers,2023-08-27 20:03:00,1,,331.38
21589.0,1220,2,160.42000000000002,3,4,2,9,342,Loyal Customers,2022-05-30 05:15:00,1,1038.0,80.21000000000001
21590.0,1114,1,76.41,3,2,1,6,321,Potential Loyalist,2022-09-13 04:07:00,1,,76.41
21594.0,653,4,368.86,3,4,4,11,344,Champions,2023-12-18 02:20:00,1,700.0,92.215
21595.0,571,3,269.51,3,4,3,10,343,Champions,2024-03-09 20:08:00,1,535.0,89.83666666666666
21598.0,149,2,172.67000000000002,4,4,3,11,443,Champions,2025-05-05 17:02:00,0,998.0,86.33500000000001
21600.0,1664,1,58.31,2,2,1,5,221,Potential Loyalist,2021-03-12 14:46:00,1,,58.31
21602.0,338,1,102.31,4,2,2,8,422,Loyal Customers,2024-10-28 15:25:00,1,,102.31
21604.0,1920,2,180.07,1,4,3,8,143,Loyal Customers,2020-06-29 05:32:00,1,276.0,90.035
21607.0,1659,1,838.29,2,2,4,8,224,Loyal Customers,2021-03-17 21:36:00,1,,838.29
21610.0,999,2,288.14,3,4,3,10,343,Champions,2023-01-06 01:15:00,1,1538.0,144.07
21611.0,1368,2,307.84000000000003,2,4,4,10,244,Champions,2022-01-02 20:04:00,1,688.0,153.92000000000002
21613.0,110,1,22.08,4,2,1,7,421,Potential Loyalist,2025-06-13 18:52:00,0,,22.08
21614.0,975,2,165.43,3,4,2,9,342,Loyal Customers,2023-01-30 10:07:00,1,1326.0,82.715
21616.0,1272,1,48.26,2,2,1,5,221,Potential Loyalist,2022-04-08 09:06:00,1,,48.26
21617.0,1614,1,35.78,2,2,1,5,221,Potential Loyalist,2021-05-01 16:06:00,1,,35.78
21618.0,776,1,54.48,3,2,1,6,321,Potential Loyalist,2023-08-17 17:48:00,1,,54.48
21621.0,1056,1,241.03,3,2,3,8,323,Loyal Customers,2022-11-10 22:38:00,1,,241.03
21622.0,1677,1,172.76,2,2,3,7,223,Potential Loyalist,2021-02-27 13:11:00,1,,172.76
21623.0,1526,1,143.23,2,2,2,6,222,Potential Loyalist,2021-07-28 01:18:00,1,,143.23
21627.0,1614,1,167.57,2,2,2,6,222,Potential Loyalist,2021-05-01 19:08:00,1,,167.57
21628.0,441,1,314.21,4,2,4,10,424,Champions,2024-07-17 21:55:00,1,,314.21
21629.0,457,2,296.29,4,4,3,11,443,Champions,2024-07-01 16:18:00,1,288.0,148.145
21634.0,2546,1,146.12,1,2,2,5,122,Potential Loyalist,2018-10-12 15:11:00,1,,146.12
21635.0,1434,2,320.3,2,4,4,10,244,Champions,2021-10-28 17:45:00,1,734.0,160.15
21637.0,121,1,47.37,4,2,1,7,421,Potential Loyalist,2025-06-02 10:12:00,0,,47.37
21640.0,1568,1,211.59,2,2,3,7,223,Potential Loyalist,2021-06-16 04:04:00,1,,211.59
21644.0,476,4,310.19,4,4,4,12,444,Champions,2024-06-12 07:32:00,1,610.0,77.5475
21645.0,1627,1,481.61,2,2,4,8,224,Loyal Customers,2021-04-18 22:44:00,1,,481.61
21646.0,2323,1,328.81,1,2,4,7,124,Potential Loyalist,2019-05-23 02:26:00,1,,328.81
21649.0,385,2,253.45999999999998,4,4,3,11,443,Champions,2024-09-11 22:21:00,1,2218.0,126.72999999999999
21651.0,1752,2,429.32,2,4,4,10,244,Champions,2020-12-14 14:50:00,1,415.0,214.66
21654.0,806,2,195.55,3,4,3,10,343,Champions,2023-07-18 03:22:00,1,174.0,97.775
21656.0,1709,2,130.70999999999998,2,4,2,8,242,Loyal Customers,2021-01-26 01:56:00,1,150.0,65.35499999999999
21659.0,518,1,84.07,4,2,1,7,421,Potential Loyalist,2024-05-01 17:09:00,1,,84.07
21662.0,2397,1,129.22,1,2,2,5,122,Potential Loyalist,2019-03-10 04:30:00,1,,129.22
21663.0,2662,1,25.14,1,2,1,4,121,At Risk,2018-06-18 14:45:00,1,,25.14
21664.0,1073,2,383.49,3,4,4,11,344,Champions,2022-10-24 04:56:00,1,1163.0,191.745
21667.0,984,1,57.61,3,2,1,6,321,Potential Loyalist,2023-01-21 02:55:00,1,,57.61
21671.0,249,2,155.82,4,4,2,10,442,Champions,2025-01-25 07:19:00,1,966.0,77.91
21674.0,1318,1,150.58,2,2,2,6,222,Potential Loyalist,2022-02-21 19:58:00,1,,150.58
21676.0,980,1,139.25,3,2,2,7,322,Potential Loyalist,2023-01-25 11:07:00,1,,139.25
21677.0,1238,1,230.45,2,2,3,7,223,Potential Loyalist,2022-05-12 06:35:00,1,,230.45
21680.0,1353,2,234.07999999999998,2,4,3,9,243,Loyal Customers,2022-01-17 15:10:00,1,451.0,117.03999999999999
21683.0,1371,1,73.47,2,2,1,5,221,Potential Loyalist,2021-12-30 10:10:00,1,,73.47
21685.0,1738,1,57.99,2,2,1,5,221,Potential Loyalist,2020-12-28 16:14:00,1,,57.99
21693.0,1027,3,423.74,3,4,4,11,344,Champions,2022-12-09 01:17:00,1,682.0,141.24666666666667
21695.0,1571,1,169.07,2,2,3,7,223,Potential Loyalist,2021-06-13 11:15:00,1,,169.07
21696.0,497,2,469.17,4,4,4,12,444,Champions,2024-05-22 14:19:00,1,1439.0,234.585
21699.0,2152,1,296.23,1,2,3,6,123,Potential Loyalist,2019-11-10 15:11:00,1,,296.23
21702.0,956,2,49.45,3,4,1,8,341,Loyal Customers,2023-02-18 18:27:00,1,1075.0,24.725
21706.0,1299,2,320.62,2,4,4,10,244,Champions,2022-03-12 07:53:00,1,372.0,160.31
21708.0,1505,1,37.06,2,2,1,5,221,Potential Loyalist,2021-08-18 03:51:00,1,,37.06
21710.0,1759,1,286.45,2,2,3,7,223,Potential Loyalist,2020-12-07 05:21:00,1,,286.45
21712.0,2565,1,65.87,1,2,1,4,121,At Risk,2018-09-23 00:46:00,1,,65.87
