return_id,order_id,order_item_id,return_date,return_reason_code,item_condition,processing_outcome,return_channel,refund_amount,restocking_fee
15514,216477,457564,2019-07-02 19:11:25,size_fit_issue,new,scrapped,courier_pickup,21.39,0.63
15515,216504,457622,2024-05-07 19:21:19,damaged_in_transit,used_lightly,scrapped,store_dropoff,45.84,1.2
15516,216506,457626,2024-09-12 14:54:06,damaged_in_transit,new,restocked,mail_back,25.6,0.72
15517,216514,457646,2019-08-04 17:42:27,faulty_item,new,resold_outlet,courier_pickup,8.22,0.23
15518,216539,457707,2021-01-21 15:52:08,damaged_in_transit,new,restocked,store_dropoff,27.0,0.73
15519,216548,457726,2018-09-22 16:54:54,changed_mind,new,resold_outlet,mail_back,9.26,0.16
15520,216550,457729,2023-02-10 12:19:59,fraudulent_claim,damaged,restocked,courier_pickup,52.99,0.77
15521,216556,457746,2022-06-02 13:58:48,size_fit_issue,new,restocked,courier_pickup,40.72,1.11
15522,216581,457796,2025-09-23 04:34:57,fraudulent_claim,new,restocked,courier_pickup,20.92,0.23
15523,216588,457812,2019-04-22 02:03:53,fraudulent_claim,new,restocked,mail_back,113.12,2.86
15524,216594,457829,2025-12-07 06:32:27,damaged_in_transit,used_lightly,resold_outlet,mail_back,19.48,0.08
15525,216598,457840,2023-06-19 19:18:14,late_delivery,new,scrapped,courier_pickup,30.94,0.39
15526,216621,457894,2024-04-02 09:24:31,changed_mind,new,restocked,mail_back,34.48,0.51
15527,216624,457903,2024-03-08 06:56:07,fraudulent_claim,new,restocked,mail_back,54.46,1.35
15528,216631,457920,2024-03-06 05:55:22,faulty_item,new,scrapped,mail_back,39.4,0.32
15529,216638,457937,2019-10-14 17:56:13,damaged_in_transit,used_lightly,restocked,store_dropoff,21.59,0.53
15530,216650,457968,2023-01-17 00:42:38,late_delivery,new,scrapped,mail_back,42.25,0.88
15531,216667,458009,2019-02-05 07:16:35,wrong_item_sent,used_lightly,restocked,courier_pickup,26.08,0.3
15532,216694,458057,2024-11-06 20:56:36,damaged_in_transit,used_lightly,restocked,courier_pickup,27.79,0.56
15533,216724,458117,2024-07-21 22:03:03,late_delivery,used_lightly,resold_outlet,mail_back,12.9,0.01
15534,216728,458124,2022-10-26 07:47:39,fraudulent_claim,used_lightly,restocked,courier_pickup,19.43,0.39
15535,216747,458172,2023-02-14 10:05:36,damaged_in_transit,used_lightly,scrapped,courier_pickup,88.33,0.84
15536,216748,458176,2023-03-05 03:22:23,damaged_in_transit,damaged,restocked,mail_back,18.32,0.17
15537,216775,458230,2021-03-26 03:53:10,late_delivery,used_lightly,scrapped,store_dropoff,36.04,0.36
15538,216775,458231,2021-03-28 03:53:10,late_delivery,new,restocked,mail_back,43.1,0.4
15539,216780,458241,2022-10-23 03:11:15,faulty_item,new,restocked,courier_pickup,87.12,1.48
15540,216790,458258,2022-09-23 06:43:07,faulty_item,used_lightly,restocked,mail_back,136.59,2.52
15541,216801,458280,2021-05-15 19:19:21,damaged_in_transit,new,restocked,mail_back,23.9,0.58
15542,216808,458293,2020-04-25 06:52:41,faulty_item,new,restocked,mail_back,61.75,0.45
15543,216831,458336,2022-03-10 10:08:18,wrong_item_sent,used_lightly,restocked,mail_back,37.14,0.62
15544,216848,458377,2018-05-03 17:40:24,faulty_item,used_lightly,restocked,mail_back,32.0,0.38
15545,216864,458403,2023-08-28 04:56:58,size_fit_issue,used_lightly,restocked,mail_back,30.57,0.05
15546,216883,458444,2025-07-03 18:38:54,damaged_in_transit,used_lightly,scrapped,courier_pickup,44.9,0.9
15547,216885,458447,2025-07-25 04:59:47,changed_mind,damaged,scrapped,store_dropoff,37.18,1.01
15548,216926,458537,2021-10-10 04:38:41,changed_mind,new,scrapped,courier_pickup,39.64,1.15
15549,216926,458538,2021-09-28 04:38:41,wrong_item_sent,used_lightly,restocked,courier_pickup,57.32,0.13
15550,216942,458579,2021-06-02 05:45:51,wrong_item_sent,new,resold_outlet,store_dropoff,32.72,0.36
15551,216980,458647,2020-01-17 19:10:26,damaged_in_transit,used_lightly,scrapped,mail_back,30.75,0.83
15552,216996,458683,2018-07-07 19:05:57,damaged_in_transit,new,resold_outlet,mail_back,200.98,2.37
15553,217007,458708,2021-05-09 08:48:19,damaged_in_transit,used_lightly,restocked,mail_back,46.61,1.15
15554,217016,458733,2021-02-18 07:36:59,wrong_item_sent,new,restocked,mail_back,15.46,0.38
15555,217034,458768,2018-01-22 19:37:23,faulty_item,used_lightly,restocked,store_dropoff,23.46,0.6
15556,217051,458799,2021-03-19 07:40:46,damaged_in_transit,new,resold_outlet,mail_back,31.13,0.66
15557,217065,458828,2018-02-19 03:40:10,fraudulent_claim,new,resold_outlet,courier_pickup,80.76,0.91
15558,217067,458831,2019-03-21 21:11:05,wrong_item_sent,new,restocked,courier_pickup,55.27,1.23
15559,217073,458842,2024-01-20 01:32:02,faulty_item,new,restocked,mail_back,25.18,0.25
15560,217074,458844,2025-04-24 13:02:53,late_delivery,new,resold_outlet,store_dropoff,18.14,0.12
15561,217105,458929,2019-03-18 00:49:07,late_delivery,used_lightly,restocked,mail_back,33.02,0.85
15562,217123,458962,2022-11-15 06:08:44,damaged_in_transit,used_lightly,restocked,mail_back,9.57,0.19
15563,217143,459004,2022-05-23 22:27:16,damaged_in_transit,damaged,scrapped,courier_pickup,33.46,0.12
15564,217146,459009,2018-06-14 06:58:29,faulty_item,new,restocked,courier_pickup,111.1,2.67
15565,217176,459066,2018-05-27 07:44:02,size_fit_issue,new,restocked,mail_back,12.57,0.16
15566,217180,459075,2022-07-26 16:13:23,wrong_item_sent,new,restocked,courier_pickup,1800.08,30.25
15567,217225,459165,2022-05-28 14:33:19,late_delivery,used_lightly,scrapped,store_dropoff,11.41,0.11
15568,217227,459168,2024-01-05 05:26:34,faulty_item,new,scrapped,mail_back,24.13,0.69
15569,217231,459175,2019-07-23 14:03:16,size_fit_issue,damaged,resold_outlet,mail_back,27.21,0.49
15570,217265,459248,2018-07-16 19:31:14,late_delivery,new,scrapped,mail_back,68.07,1.82
15571,217318,459366,2022-03-12 02:45:52,changed_mind,used_lightly,restocked,courier_pickup,37.08,0.15
15572,217319,459368,2023-07-10 03:45:10,damaged_in_transit,new,restocked,mail_back,44.88,0.5
15573,217325,459386,2023-08-23 09:52:10,fraudulent_claim,damaged,restocked,mail_back,140.71,3.28
15574,217336,459405,2020-10-07 18:04:00,late_delivery,damaged,resold_outlet,courier_pickup,609.31,14.42
15575,217372,459477,2018-06-04 23:56:02,wrong_item_sent,new,restocked,mail_back,47.2,1.32
15576,217384,459500,2025-04-01 09:21:14,size_fit_issue,new,restocked,mail_back,301.43,7.28
15577,217390,459516,2020-01-02 11:24:39,wrong_item_sent,used_lightly,scrapped,mail_back,33.19,0.14
15578,217448,459647,2022-01-07 21:50:38,wrong_item_sent,damaged,resold_outlet,mail_back,29.49,0.32
15579,217465,459682,2024-01-11 04:47:07,wrong_item_sent,new,restocked,courier_pickup,24.78,0.42
15580,217484,459720,2020-10-23 20:24:00,wrong_item_sent,new,restocked,courier_pickup,44.12,1.01
15581,217485,459721,2018-04-18 15:50:09,damaged_in_transit,new,restocked,courier_pickup,65.97,0.24
15582,217496,459743,2023-09-05 20:37:53,fraudulent_claim,new,restocked,mail_back,58.42,0.53
15583,217510,459775,2025-04-25 16:10:07,damaged_in_transit,used_lightly,restocked,courier_pickup,17.38,0.33
15584,217542,459838,2024-11-28 17:21:37,fraudulent_claim,damaged,restocked,mail_back,8.84,0.07
15585,217554,459862,2023-09-27 11:12:36,fraudulent_claim,new,restocked,store_dropoff,15.65,0.06
15586,217573,459893,2018-07-09 01:25:52,wrong_item_sent,used_lightly,scrapped,courier_pickup,53.31,1.02
15587,217576,459898,2021-01-05 05:53:54,changed_mind,new,restocked,courier_pickup,27.9,0.58
15588,217577,459902,2019-04-24 12:52:28,fraudulent_claim,used_lightly,scrapped,mail_back,22.39,0.09
15589,217577,459903,2019-04-29 12:52:28,damaged_in_transit,used_lightly,restocked,mail_back,6.45,0.14
15590,217581,459909,2022-05-22 22:45:00,damaged_in_transit,new,restocked,mail_back,19.44,0.23
15591,217602,459947,2018-04-19 00:37:52,wrong_item_sent,new,resold_outlet,mail_back,20.22,0.36
15592,217606,459956,2020-10-03 09:11:24,changed_mind,damaged,restocked,mail_back,54.62,1.37
15593,217617,459979,2025-06-21 01:53:48,changed_mind,damaged,resold_outlet,mail_back,19.08,0.27
15594,217632,460011,2023-08-08 08:58:57,damaged_in_transit,new,restocked,mail_back,58.39,1.42
15595,217650,460043,2020-03-19 23:39:36,faulty_item,new,restocked,mail_back,29.36,0.39
15596,217674,460096,2021-04-09 00:59:43,wrong_item_sent,new,resold_outlet,mail_back,147.65,1.06
15597,217675,460098,2020-06-04 15:33:33,faulty_item,new,scrapped,courier_pickup,23.35,0.45
15598,217683,460115,2021-07-19 14:05:33,late_delivery,used_lightly,restocked,mail_back,25.93,0.19
15599,217684,460118,2018-04-20 05:49:24,size_fit_issue,new,scrapped,store_dropoff,9.87,0.01
15600,217690,460137,2019-01-27 08:48:36,faulty_item,used_lightly,resold_outlet,mail_back,88.86,1.76
15601,217737,460243,2024-05-17 05:50:34,late_delivery,used_lightly,resold_outlet,mail_back,20.57,0.45
15602,217741,460250,2025-05-10 06:30:34,changed_mind,new,restocked,mail_back,15.81,0.33
15603,217741,460253,2025-06-18 06:30:34,changed_mind,damaged,restocked,mail_back,22.71,0.17
15604,217771,460316,2018-12-07 17:28:34,fraudulent_claim,damaged,restocked,mail_back,22.53,0.02
15605,217799,460378,2020-07-11 16:22:27,late_delivery,used_lightly,restocked,mail_back,22.96,0.39
15606,217808,460398,2024-09-13 11:45:11,size_fit_issue,used_lightly,restocked,courier_pickup,25.09,0.02
15607,217829,460451,2020-07-09 20:57:21,damaged_in_transit,new,restocked,mail_back,23.72,0.7
15608,217844,460480,2022-07-07 09:20:00,changed_mind,new,resold_outlet,mail_back,15.39,0.21
15609,217882,460564,2023-12-06 19:05:45,fraudulent_claim,new,restocked,mail_back,51.03,1.32
15610,217884,460568,2022-01-02 07:38:35,faulty_item,new,restocked,mail_back,23.75,0.12
15611,217899,460596,2023-03-18 23:34:32,size_fit_issue,new,restocked,courier_pickup,33.36,0.91
15612,217900,460599,2024-04-25 03:55:50,damaged_in_transit,used_lightly,scrapped,store_dropoff,31.74,0.51
15613,217906,460608,2025-01-13 08:38:56,faulty_item,used_lightly,resold_outlet,mail_back,80.35,2.04
15614,217924,460649,2024-07-07 06:00:58,wrong_item_sent,new,restocked,mail_back,16.95,0.33
15615,217926,460655,2020-09-09 16:49:02,damaged_in_transit,new,resold_outlet,mail_back,475.83,1.11
15616,217928,460658,2022-04-25 01:38:04,wrong_item_sent,new,restocked,mail_back,33.97,0.14
15617,217931,460665,2022-10-27 12:03:47,size_fit_issue,new,restocked,mail_back,13.64,0.14
15618,217967,460727,2023-11-23 08:59:37,size_fit_issue,used_lightly,restocked,mail_back,23.32,0.45
15619,217996,460785,2021-05-17 23:44:05,fraudulent_claim,damaged,restocked,store_dropoff,51.2,0.35
15620,218002,460796,2018-01-20 11:55:37,fraudulent_claim,new,restocked,mail_back,44.09,0.11
15621,218009,460809,2024-07-16 12:13:52,size_fit_issue,new,scrapped,mail_back,40.14,0.22
15622,218032,460866,2022-04-03 10:22:57,size_fit_issue,new,restocked,mail_back,22.88,0.34
15623,218069,460948,2021-11-04 04:40:12,late_delivery,new,resold_outlet,courier_pickup,134.61,3.1
15624,218077,460979,2020-02-14 23:33:07,changed_mind,new,resold_outlet,courier_pickup,29.51,0.8
15625,218078,460981,2024-03-22 08:50:07,changed_mind,new,restocked,mail_back,17.59,0.13
15626,218080,460985,2021-09-21 19:57:42,damaged_in_transit,new,restocked,courier_pickup,42.02,0.65
15627,218094,461010,2023-10-21 01:32:45,damaged_in_transit,new,scrapped,courier_pickup,80.82,0.36
15628,218121,461059,2021-10-24 05:05:28,wrong_item_sent,used_lightly,resold_outlet,mail_back,23.39,0.07
15629,218137,461090,2021-02-07 02:24:09,late_delivery,new,resold_outlet,store_dropoff,11.14,0.07
15630,218149,461113,2021-05-24 02:00:07,damaged_in_transit,new,restocked,mail_back,64.69,1.36
15631,218150,461118,2020-09-08 12:46:51,wrong_item_sent,new,restocked,store_dropoff,23.89,0.26
15632,218157,461134,2022-01-16 10:21:47,changed_mind,damaged,scrapped,courier_pickup,6.23,0.03
15633,218165,461148,2023-06-09 11:27:58,late_delivery,damaged,restocked,courier_pickup,33.9,0.8
15634,218170,461158,2020-09-12 03:19:14,faulty_item,used_lightly,restocked,store_dropoff,381.87,2.59
15635,218174,461163,2023-07-16 11:48:31,damaged_in_transit,new,restocked,mail_back,755.03,10.65
15636,218179,461174,2019-12-22 02:32:33,size_fit_issue,new,restocked,courier_pickup,29.12,0.48
15637,218228,461278,2023-04-19 07:15:35,fraudulent_claim,new,restocked,store_dropoff,133.99,1.75
15638,218244,461315,2020-12-12 02:49:31,wrong_item_sent,used_lightly,scrapped,mail_back,51.75,0.37
15639,218253,461332,2020-06-26 17:15:15,faulty_item,new,restocked,courier_pickup,37.4,0.74
15640,218264,461360,2018-11-20 20:19:31,fraudulent_claim,used_lightly,restocked,mail_back,10.74,0.32
15641,218269,461371,2024-07-10 12:39:55,changed_mind,new,restocked,store_dropoff,59.82,0.75
15642,218271,461378,2023-02-26 14:01:57,changed_mind,used_lightly,restocked,courier_pickup,17.3,0.31
15643,218295,461431,2022-07-07 17:07:57,wrong_item_sent,new,restocked,mail_back,146.16,1.21
15644,218311,461457,2018-04-14 21:21:20,damaged_in_transit,new,scrapped,courier_pickup,65.93,1.57
15645,218349,461539,2024-01-12 02:16:51,faulty_item,new,resold_outlet,courier_pickup,14.19,0.13
15646,218389,461622,2021-02-28 09:11:49,faulty_item,new,restocked,mail_back,21.17,0.57
15647,218393,461633,2023-07-19 20:41:36,wrong_item_sent,new,restocked,courier_pickup,37.0,0.48
15648,218395,461639,2018-10-04 16:44:28,size_fit_issue,used_lightly,restocked,mail_back,14.67,0.29
15649,218407,461667,2025-05-16 07:45:09,faulty_item,new,restocked,mail_back,212.26,1.14
15650,218414,461680,2022-04-30 13:55:32,wrong_item_sent,new,scrapped,courier_pickup,24.24,0.65
15651,218426,461703,2025-01-18 16:03:02,size_fit_issue,new,scrapped,mail_back,63.94,1.41
15652,218474,461794,2020-02-17 16:58:02,late_delivery,new,restocked,mail_back,80.5,0.59
15653,218495,461838,2020-06-01 17:52:10,changed_mind,used_lightly,resold_outlet,mail_back,105.98,2.75
15654,218504,461855,2021-08-25 22:37:05,faulty_item,new,restocked,mail_back,45.77,0.33
15655,218504,461856,2021-08-23 22:37:05,late_delivery,used_lightly,scrapped,mail_back,19.07,0.32
15656,218506,461859,2021-02-22 11:41:54,late_delivery,used_lightly,restocked,mail_back,23.2,0.67
15657,218517,461878,2018-10-23 06:34:28,late_delivery,new,restocked,store_dropoff,42.14,1.09
15658,218522,461892,2023-08-27 23:57:21,changed_mind,used_lightly,restocked,mail_back,34.88,0.72
15659,218533,461912,2022-07-20 19:36:09,late_delivery,used_lightly,restocked,mail_back,64.95,0.8
15660,218558,461967,2021-09-07 14:09:16,changed_mind,damaged,scrapped,mail_back,25.19,0.24
15661,218576,462007,2018-05-18 21:54:30,fraudulent_claim,new,restocked,mail_back,30.65,0.11
15662,218593,462045,2021-04-09 07:39:32,wrong_item_sent,new,restocked,courier_pickup,254.6,4.43
15663,218594,462049,2023-01-29 08:08:58,late_delivery,used_lightly,restocked,store_dropoff,18.54,0.19
15664,218596,462053,2023-03-11 03:47:13,fraudulent_claim,damaged,restocked,mail_back,13.85,0.26
15665,218600,462061,2021-11-26 21:58:36,size_fit_issue,new,scrapped,mail_back,70.4,1.38
15666,218609,462081,2018-12-10 11:12:30,late_delivery,new,resold_outlet,mail_back,41.93,1.01
15667,218611,462085,2019-12-17 05:56:27,changed_mind,new,restocked,store_dropoff,453.17,4.61
15668,218611,462086,2020-02-02 05:56:27,wrong_item_sent,damaged,restocked,mail_back,985.12,27.34
15669,218611,462087,2019-12-12 05:56:27,size_fit_issue,used_lightly,scrapped,store_dropoff,19.58,0.3
15670,218613,462091,2021-12-22 14:49:51,faulty_item,used_lightly,restocked,mail_back,41.96,1.08
15671,218617,462100,2022-07-24 17:56:58,damaged_in_transit,new,restocked,courier_pickup,54.26,0.83
15672,218622,462108,2025-07-15 07:31:40,damaged_in_transit,used_lightly,resold_outlet,courier_pickup,30.59,0.38
15673,218642,462153,2021-01-27 00:30:31,wrong_item_sent,new,scrapped,store_dropoff,76.49,0.76
15674,218652,462166,2023-03-31 10:53:04,late_delivery,used_lightly,restocked,mail_back,16.71,0.07
15675,218673,462214,2023-08-02 22:36:57,damaged_in_transit,new,resold_outlet,mail_back,76.76,0.28
15676,218676,462221,2021-07-03 02:10:58,size_fit_issue,damaged,restocked,store_dropoff,16.49,0.25
15677,218676,462223,2021-07-26 02:10:58,faulty_item,used_lightly,scrapped,courier_pickup,39.69,0.05
15678,218677,462225,2022-07-29 05:16:42,faulty_item,new,restocked,courier_pickup,26.23,0.65
15679,218680,462233,2020-07-07 17:33:54,late_delivery,damaged,restocked,mail_back,24.39,0.07
15680,218695,462261,2020-09-10 01:55:41,size_fit_issue,new,restocked,mail_back,15.53,0.42
15681,218697,462265,2020-11-16 06:52:12,faulty_item,new,scrapped,store_dropoff,56.65,1.28
15682,218710,462288,2021-01-16 06:22:55,fraudulent_claim,new,restocked,mail_back,13.14,0.0
15683,218710,462289,2020-12-29 06:22:55,wrong_item_sent,used_lightly,restocked,store_dropoff,37.29,0.71
15684,218719,462311,2025-08-27 04:49:59,wrong_item_sent,used_lightly,restocked,mail_back,42.76,0.49
15685,218720,462313,2018-08-29 22:19:12,damaged_in_transit,used_lightly,restocked,mail_back,38.75,0.15
15686,218720,462315,2018-09-23 22:19:12,changed_mind,new,resold_outlet,mail_back,80.07,0.67
15687,218723,462321,2025-01-27 04:03:41,faulty_item,used_lightly,restocked,mail_back,8.02,0.06
15688,218725,462324,2021-08-31 07:32:09,fraudulent_claim,new,scrapped,mail_back,402.4,4.24
15689,218740,462353,2020-02-16 02:36:08,wrong_item_sent,used_lightly,resold_outlet,mail_back,27.5,0.04
15690,218746,462366,2019-06-13 18:02:17,faulty_item,new,restocked,mail_back,23.38,0.48
15691,218772,462418,2024-07-22 07:51:02,changed_mind,new,restocked,mail_back,51.27,1.25
15692,218773,462421,2018-04-13 19:27:28,fraudulent_claim,new,scrapped,mail_back,21.25,0.18
15693,218775,462426,2021-12-05 02:23:01,size_fit_issue,used_lightly,restocked,courier_pickup,32.39,0.09
15694,218796,462469,2019-10-24 15:59:13,faulty_item,new,restocked,mail_back,24.74,0.34
15695,218799,462480,2021-11-22 13:13:06,size_fit_issue,new,restocked,courier_pickup,37.09,0.08
15696,218805,462491,2020-06-23 00:20:49,size_fit_issue,new,restocked,mail_back,32.7,0.81
15697,218813,462512,2024-03-02 13:41:21,damaged_in_transit,new,scrapped,mail_back,9.69,0.17
15698,218817,462522,2025-07-02 01:14:44,changed_mind,new,resold_outlet,mail_back,25.46,0.59
15699,218852,462599,2018-04-11 22:09:21,changed_mind,new,restocked,mail_back,58.03,0.77
15700,218853,462602,2022-12-25 09:22:48,changed_mind,used_lightly,restocked,courier_pickup,17.22,0.04
15701,218855,462612,2024-02-06 02:08:52,wrong_item_sent,new,resold_outlet,courier_pickup,67.63,0.99
15702,218870,462644,2024-12-02 03:23:57,late_delivery,new,restocked,mail_back,43.3,0.74
15703,218872,462650,2018-05-04 15:18:22,changed_mind,new,resold_outlet,store_dropoff,29.17,0.45
15704,218890,462682,2021-06-27 09:50:29,wrong_item_sent,used_lightly,restocked,mail_back,19.23,0.06
15705,218896,462696,2020-10-17 16:59:56,late_delivery,new,scrapped,courier_pickup,26.88,0.04
15706,218908,462721,2024-01-23 08:08:16,fraudulent_claim,new,restocked,mail_back,46.46,0.37
15707,218909,462723,2024-01-08 00:15:14,damaged_in_transit,new,restocked,store_dropoff,33.53,1.0
15708,218917,462745,2022-08-06 20:11:26,wrong_item_sent,new,scrapped,courier_pickup,9.84,0.03
15709,218923,462759,2020-07-23 00:55:12,late_delivery,new,restocked,courier_pickup,15.13,0.01
15710,218966,462854,2024-01-08 11:30:58,changed_mind,used_lightly,restocked,mail_back,31.03,0.14
15711,218967,462858,2022-08-07 20:42:00,changed_mind,new,restocked,mail_back,129.65,0.31
15712,218983,462891,2019-10-03 10:33:00,damaged_in_transit,new,restocked,mail_back,257.67,1.1
15713,218983,462893,2019-09-10 10:33:00,wrong_item_sent,new,restocked,mail_back,21.54,0.52
15714,219004,462938,2018-07-19 03:20:48,late_delivery,used_lightly,resold_outlet,mail_back,42.8,0.27
15715,219005,462943,2020-02-09 10:57:40,wrong_item_sent,new,restocked,mail_back,28.39,0.33
15716,219020,462976,2022-06-25 22:58:45,size_fit_issue,used_lightly,restocked,courier_pickup,37.8,0.19
15717,219035,463006,2020-09-01 01:34:20,faulty_item,new,restocked,mail_back,19.98,0.06
15718,219039,463016,2024-02-15 19:30:30,wrong_item_sent,used_lightly,resold_outlet,mail_back,19.98,0.12
15719,219041,463020,2019-08-07 03:44:41,damaged_in_transit,used_lightly,restocked,courier_pickup,39.13,0.6
15720,219051,463043,2024-10-03 10:45:53,damaged_in_transit,new,restocked,mail_back,9.05,0.06
15721,219051,463044,2025-02-22 10:45:53,late_delivery,new,restocked,mail_back,20.02,0.4
15722,219063,463072,2019-09-19 06:33:13,fraudulent_claim,new,scrapped,courier_pickup,139.84,0.17
15723,219091,463124,2018-03-21 14:36:27,size_fit_issue,damaged,scrapped,mail_back,38.45,1.03
15724,219091,463125,2018-03-09 14:36:27,fraudulent_claim,used_lightly,restocked,courier_pickup,38.96,1.12
15725,219102,463148,2023-02-26 20:15:14,fraudulent_claim,used_lightly,restocked,courier_pickup,250.92,0.52
15726,219114,463175,2022-01-03 16:32:17,faulty_item,new,restocked,mail_back,32.88,0.71
15727,219130,463206,2025-06-01 09:17:57,damaged_in_transit,used_lightly,resold_outlet,mail_back,15.71,0.33
15728,219134,463215,2025-07-08 17:06:32,changed_mind,new,scrapped,mail_back,26.23,0.14
15729,219145,463246,2025-03-06 20:02:44,fraudulent_claim,new,resold_outlet,courier_pickup,90.62,2.51
15730,219149,463256,2018-03-26 18:23:43,fraudulent_claim,new,restocked,mail_back,16.18,0.13
15731,219156,463275,2018-10-09 12:49:47,size_fit_issue,new,scrapped,mail_back,37.86,0.34
15732,219164,463295,2023-04-21 15:08:11,fraudulent_claim,new,restocked,mail_back,10.41,0.18
15733,219167,463302,2021-07-26 21:35:13,damaged_in_transit,new,restocked,mail_back,266.51,2.85
15734,219174,463315,2018-02-01 20:51:36,late_delivery,used_lightly,restocked,courier_pickup,146.34,1.77
15735,219197,463360,2018-08-24 01:43:57,fraudulent_claim,used_lightly,restocked,courier_pickup,17.7,0.13
15736,219198,463363,2022-09-05 02:17:14,wrong_item_sent,used_lightly,restocked,mail_back,19.41,0.33
15737,219208,463391,2020-01-27 12:22:46,fraudulent_claim,new,restocked,store_dropoff,34.47,0.31
15738,219214,463407,2018-07-30 06:35:46,damaged_in_transit,new,restocked,store_dropoff,42.4,0.64
15739,219229,463433,2023-03-06 09:23:00,wrong_item_sent,used_lightly,restocked,mail_back,41.34,0.27
15740,219233,463440,2022-07-06 15:45:34,fraudulent_claim,new,resold_outlet,mail_back,6.91,0.21
15741,219243,463461,2021-04-06 14:36:12,changed_mind,new,restocked,courier_pickup,16.69,0.3
15742,219247,463471,2025-02-27 12:58:16,changed_mind,new,resold_outlet,mail_back,32.84,0.76
15743,219250,463477,2023-04-28 04:17:49,late_delivery,used_lightly,restocked,store_dropoff,29.45,0.16
15744,219264,463504,2025-02-17 12:37:30,late_delivery,new,restocked,mail_back,50.78,0.32
15745,219265,463505,2023-12-27 07:46:56,wrong_item_sent,new,restocked,store_dropoff,276.96,4.35
15746,219271,463517,2021-02-18 13:20:16,changed_mind,new,scrapped,mail_back,20.97,0.16
15747,219286,463549,2022-05-19 22:25:30,late_delivery,new,restocked,mail_back,47.19,0.84
15748,219294,463565,2019-06-09 18:03:26,fraudulent_claim,used_lightly,restocked,mail_back,23.84,0.03
15749,219297,463572,2024-11-29 06:28:44,late_delivery,new,restocked,mail_back,24.27,0.62
15750,219302,463587,2022-10-31 06:07:57,changed_mind,damaged,restocked,courier_pickup,20.78,0.35
15751,219302,463588,2022-11-21 06:07:57,size_fit_issue,used_lightly,restocked,courier_pickup,20.13,0.15
15752,219312,463609,2019-03-11 02:08:10,changed_mind,new,restocked,mail_back,196.45,1.8
15753,219352,463684,2023-01-12 18:25:28,late_delivery,new,restocked,mail_back,29.97,0.21
15754,219364,463712,2020-08-06 12:43:47,changed_mind,new,restocked,courier_pickup,40.69,1.06
15755,219384,463757,2023-05-20 06:53:32,damaged_in_transit,new,resold_outlet,mail_back,16.5,0.33
15756,219385,463760,2024-07-26 04:24:09,wrong_item_sent,used_lightly,restocked,mail_back,45.01,0.45
15757,219386,463765,2023-04-09 14:32:56,late_delivery,new,restocked,store_dropoff,266.88,2.32
15758,219399,463795,2019-03-07 10:51:21,changed_mind,used_lightly,restocked,courier_pickup,23.89,0.37
15759,219419,463841,2019-04-02 06:02:53,faulty_item,new,restocked,store_dropoff,22.84,0.26
15760,219424,463849,2024-09-25 21:36:34,size_fit_issue,new,scrapped,mail_back,13.59,0.2
15761,219448,463904,2024-05-08 03:58:13,faulty_item,damaged,resold_outlet,mail_back,17.88,0.02
15762,219449,463905,2022-08-16 07:13:29,faulty_item,new,resold_outlet,mail_back,6.9,0.02
15763,219454,463914,2020-10-06 12:17:04,wrong_item_sent,used_lightly,restocked,mail_back,37.1,0.02
15764,219462,463929,2019-09-09 17:10:23,changed_mind,new,resold_outlet,mail_back,15.28,0.18
15765,219493,463993,2023-06-09 20:34:21,wrong_item_sent,used_lightly,restocked,mail_back,340.78,1.39
15766,219508,464026,2018-02-03 23:26:17,wrong_item_sent,new,restocked,store_dropoff,12.2,0.27
15767,219511,464031,2019-10-08 22:29:28,fraudulent_claim,new,restocked,mail_back,32.56,0.29
15768,219520,464051,2022-09-10 10:00:18,wrong_item_sent,new,restocked,mail_back,43.91,0.03
15769,219573,464158,2024-06-30 04:19:59,changed_mind,new,restocked,mail_back,30.67,0.87
15770,219601,464233,2021-05-05 23:30:00,wrong_item_sent,used_lightly,scrapped,mail_back,38.6,0.83
15771,219624,464277,2019-07-26 19:27:33,changed_mind,used_lightly,scrapped,mail_back,19.11,0.01
15772,219629,464288,2024-03-04 02:26:31,late_delivery,new,scrapped,mail_back,32.46,0.85
15773,219650,464331,2020-12-21 12:52:39,size_fit_issue,used_lightly,scrapped,mail_back,38.04,0.85
15774,219675,464383,2019-05-03 12:05:16,size_fit_issue,new,restocked,mail_back,18.55,0.51
15775,219703,464436,2018-10-09 07:39:29,damaged_in_transit,new,restocked,mail_back,40.78,1.12
15776,219728,464502,2022-07-09 12:21:03,damaged_in_transit,used_lightly,scrapped,mail_back,242.23,5.35
15777,219735,464514,2019-10-15 17:55:43,damaged_in_transit,new,restocked,mail_back,45.94,0.83
15778,219740,464523,2021-08-11 20:10:18,wrong_item_sent,new,restocked,mail_back,23.99,0.55
15779,219754,464552,2022-12-14 08:30:56,damaged_in_transit,new,restocked,store_dropoff,36.04,0.81
15780,219757,464558,2020-11-11 12:35:13,fraudulent_claim,new,restocked,store_dropoff,19.95,0.5
15781,219801,464655,2023-05-16 07:08:18,fraudulent_claim,new,restocked,courier_pickup,27.26,0.53
15782,219830,464726,2025-07-09 09:22:49,size_fit_issue,new,resold_outlet,mail_back,24.21,0.51
15783,219833,464731,2021-06-21 21:24:44,late_delivery,new,resold_outlet,mail_back,73.31,0.97
